run_id,run_kind,negative_control_type,template,true_ipv_rad,true_ipv_source,counterpart_ipv_rad,intensity,seed_index,seed,n_steps,solver_mode,history_window,min_observation,persistent_k,frame_rows,run_status,reason_code,persistent_onset_step,persistent_concentration_any,run_estimate_ipv_log,signed_error_rad,abs_error_rad,zero_abs_error_rad,half_grid_success,one_grid_success,zero_half_grid_success,zero_one_grid_success,collision_any,opportunity_any,accepted_frame_count
interactive|clear_priority_crossing|t3|c0|weak|s0,interactive,,clear_priority_crossing,0.5890486225480862,off_grid,-0.7853981633974483,weak,0,2026082800,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,-0.0011653748755500273,-0.5902139974236362,0.5902139974236362,0.5890486225480862,False,False,False,False,False,True,12.0
interactive|clear_priority_crossing|t3|c0|weak|s1,interactive,,clear_priority_crossing,0.5890486225480862,off_grid,-0.7853981633974483,weak,1,2026082801,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,-0.004539551212335592,-0.5935881737604218,0.5935881737604218,0.5890486225480862,False,False,False,False,False,True,12.0
interactive|clear_priority_crossing|t3|c0|weak|s2,interactive,,clear_priority_crossing,0.5890486225480862,off_grid,-0.7853981633974483,weak,2,2026082802,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.000404215440515407,-0.5886444071075708,0.5886444071075708,0.5890486225480862,False,False,False,False,False,True,12.0
interactive|clear_priority_crossing|t3|c0|strong|s0,interactive,,clear_priority_crossing,0.5890486225480862,off_grid,-0.7853981633974483,strong,0,2026082810,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.5551560652412806,-0.033892557306805626,0.033892557306805626,0.5890486225480862,True,True,False,False,False,True,12.0
interactive|clear_priority_crossing|t3|c0|strong|s1,interactive,,clear_priority_crossing,0.5890486225480862,off_grid,-0.7853981633974483,strong,1,2026082811,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.5871106595137783,-0.0019379630343079324,0.0019379630343079324,0.5890486225480862,True,True,False,False,False,True,12.0
interactive|clear_priority_crossing|t3|c0|strong|s2,interactive,,clear_priority_crossing,0.5890486225480862,off_grid,-0.7853981633974483,strong,2,2026082812,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.4019907456507299,-0.1870578768973563,0.1870578768973563,0.5890486225480862,True,True,False,False,False,True,12.0
interactive|clear_priority_crossing|t3|c1|weak|s0,interactive,,clear_priority_crossing,0.5890486225480862,off_grid,0.7853981633974483,weak,0,2026082820,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,-0.008309629330517238,-0.5973582518786035,0.5973582518786035,0.5890486225480862,False,False,False,False,False,True,12.0
interactive|clear_priority_crossing|t3|c1|weak|s1,interactive,,clear_priority_crossing,0.5890486225480862,off_grid,0.7853981633974483,weak,1,2026082821,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,-0.022379339760190763,-0.611427962308277,0.611427962308277,0.5890486225480862,False,False,False,False,False,True,12.0
interactive|clear_priority_crossing|t3|c1|weak|s2,interactive,,clear_priority_crossing,0.5890486225480862,off_grid,0.7853981633974483,weak,2,2026082822,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.003461422458169346,-0.5855872000899168,0.5855872000899168,0.5890486225480862,False,False,False,False,False,True,12.0
interactive|clear_priority_crossing|t3|c1|strong|s0,interactive,,clear_priority_crossing,0.5890486225480862,off_grid,0.7853981633974483,strong,0,2026082830,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.0931063526431504,-0.49594226990493584,0.49594226990493584,0.5890486225480862,False,False,False,False,False,True,12.0
interactive|clear_priority_crossing|t3|c1|strong|s1,interactive,,clear_priority_crossing,0.5890486225480862,off_grid,0.7853981633974483,strong,1,2026082831,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.128753357335412,-0.4602952652126742,0.4602952652126742,0.5890486225480862,False,False,False,False,False,True,12.0
interactive|clear_priority_crossing|t3|c1|strong|s2,interactive,,clear_priority_crossing,0.5890486225480862,off_grid,0.7853981633974483,strong,2,2026082832,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.02208403423359942,-0.5669645883144868,0.5669645883144868,0.5890486225480862,False,False,False,False,False,True,12.0
