case_key,unit_composite_key,anchor_frame_index,elapsed_time_s,target_ipv_future,pred_human_ipv_point,lo_90,hi_90,support_gate_pass,gate_category_pass,gate_distance_k25_mean,gate_distance_threshold,deviation_signed_exceedance_90,deviation_abs_exceedance_90,deviation_outside_90,deviation_upper_tail_90,deviation_lower_tail_90,abstention_reasons,gate_joint_cell,time_s,ego_x,ego_y,counterpart_x,counterpart_y,distance_m,closing_rate_mps,status,observed_future_ipv
onsite:beijing:T15:B3:native_case:2335,area_id=beijing|algorithm_id=T15|team_id=T15|session_id=6924-1766198444|task_id=task_B|scenario_id=B3|case_id=B3|run_id=run:beijing:T15,46,2.303,0.1715762009693838,0.06348048,,,False,True,2.2150035,1.6072176694869995,,,False,False,False,distance_over_threshold;distance_feature_nan_any,F|priority|AV;HV,2.303,1.5199133084418928,-20.829524824038828,-3.939805087776687,3.108853841865198,24.553095489534847,7.770316228016008,abstain,0.1715762009693838
onsite:beijing:T15:B3:native_case:2335,area_id=beijing|algorithm_id=T15|team_id=T15|session_id=6924-1766198444|task_id=task_B|scenario_id=B3|case_id=B3|run_id=run:beijing:T15,47,2.403,-0.2795644884959236,0.1051624,,,False,True,1.7822975,1.6072176694869995,,,False,False,False,distance_over_threshold;distance_feature_nan_any,F|priority|AV;HV,2.403,1.5693863945466189,-21.435332610049898,-3.8869347966179495,2.484219054291827,24.53398444534162,0.1911100126451547,abstain,-0.2795644884959236
onsite:beijing:T15:B3:native_case:2335,area_id=beijing|algorithm_id=T15|team_id=T15|session_id=6924-1766198444|task_id=task_B|scenario_id=B3|case_id=B3|run_id=run:beijing:T15,48,2.503,0.117938724728736,0.052824832,,,False,True,1.6592644,1.6072176694869995,,,False,False,False,distance_over_threshold;distance_feature_nan_any,F|priority|AV;HV,2.503,1.6082849392856775,-21.916024208816793,-3.834147708612905,1.8605671501113363,24.39152249812152,1.4245507733011629,abstain,0.117938724728736
onsite:beijing:T15:B3:native_case:2335,area_id=beijing|algorithm_id=T15|team_id=T15|session_id=6924-1766198444|task_id=task_B|scenario_id=B3|case_id=B3|run_id=run:beijing:T15,49,2.603,0.2435228350705117,0.05297371,,,False,True,1.633178,1.6072176694869995,,,False,False,False,distance_over_threshold;distance_feature_nan_any,F|priority|AV;HV,2.603,1.6587738740578062,-22.526556914858133,-3.781398665579517,1.237364617036434,24.378667802713633,0.1285466903239114,abstain,0.2435228350705117
onsite:beijing:T15:B3:native_case:2335,area_id=beijing|algorithm_id=T15|team_id=T15|session_id=6924-1766198444|task_id=task_B|scenario_id=B3|case_id=B3|run_id=run:beijing:T15,50,2.703,0.5763563622797178,0.062446248,,,False,True,1.7962922,1.6072176694869995,,,False,False,False,distance_over_threshold;distance_feature_nan_any,F|priority|AV;HV,2.703,1.7026544502859389,-23.052004067201462,-3.7272385065956657,0.5975011309125478,24.26484769453157,1.138151266912631,abstain,0.5763563622797178
onsite:beijing:T15:B3:native_case:2335,area_id=beijing|algorithm_id=T15|team_id=T15|session_id=6924-1766198444|task_id=task_B|scenario_id=B3|case_id=B3|run_id=run:beijing:T15,51,2.803,0.3416113801955561,0.054134898,,,False,True,1.7870188,1.6072176694869995,,,False,False,False,distance_over_threshold;distance_feature_nan_any,F|priority|AV;HV,2.803,1.7507348639437892,-23.62396331444316,-3.670428083167016,-0.0736378846528396,24.166233375272935,0.986104283843388,abstain,0.3416113801955561
onsite:beijing:T15:B3:native_case:2335,area_id=beijing|algorithm_id=T15|team_id=T15|session_id=6924-1766198444|task_id=task_B|scenario_id=B3|case_id=B3|run_id=run:beijing:T15,52,2.903,1.146231804796356,0.0151977055,,,False,True,1.6675545,1.6072176694869995,,,False,False,False,distance_over_threshold;distance_feature_nan_any,F|priority|AV;HV,2.903,1.7906636139203784,-24.109745818751662,-3.611349811846868,-0.7714987318721,23.955281800480076,2.109336702347389,abstain,1.146231804796356
onsite:beijing:T15:B3:native_case:2335,area_id=beijing|algorithm_id=T15|team_id=T15|session_id=6924-1766198444|task_id=task_B|scenario_id=B3|case_id=B3|run_id=run:beijing:T15,53,3.003,0.1615261497187881,0.08055002,-0.7647076343254877,0.918867776270373,True,True,0.9280744,1.6072176694869995,0.0,0.0,False,False,False,,F|priority|AV;HV,3.003,1.841074873846128,-24.728679929144025,-3.5503728728760433,-1.491660108844286,23.85428261203087,1.009958817682189,in_band,0.1615261497187881
onsite:beijing:T15:B3:native_case:2335,area_id=beijing|algorithm_id=T15|team_id=T15|session_id=6924-1766198444|task_id=task_B|scenario_id=B3|case_id=B3|run_id=run:beijing:T15,54,3.103,0.2507943952663123,0.03542959,-0.7670013998703791,0.8687402700142695,True,True,1.5456278,1.6072176694869995,0.0,0.0,False,False,False,,F|priority|AV;HV,3.103,1.8770999224290164,-25.17339885531044,-3.487844278530393,-2.230019489887382,23.562285181729052,2.9196168807322547,in_band,0.2507943952663123
onsite:beijing:T15:B3:native_case:2335,area_id=beijing|algorithm_id=T15|team_id=T15|session_id=6924-1766198444|task_id=task_B|scenario_id=B3|case_id=B3|run_id=run:beijing:T15,55,3.203,0.16403693695844,0.05891618,-0.7647076343254877,0.9413710330681635,True,True,1.359795,1.6072176694869995,0.0,0.0,False,False,False,,F|priority|AV;HV,3.203,1.9317903208898015,-25.84120566502861,-3.4240660349473853,-2.982921866015431,23.47735793356207,0.8492487978143347,in_band,0.16403693695844
