case_key,perspective,elapsed_time_s,ego_px_anchor,ego_py_anchor,counterpart_px_anchor,counterpart_py_anchor,ego_local_x_m,ego_local_y_m,counterpart_local_x_m,counterpart_local_y_m,shown,origin_x_m,origin_y_m
ipv_004992,key_agent_1,10.6,-891.5606689453125,1353.968017578125,-917.2134399414062,1385.59375,49.4774169921875,-63.00909423828148,23.82464599609375,-31.383361816406477,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,10.7,-892.0831909179688,1354.703491210938,-917.3161010742188,1385.716430664062,48.95489501953125,-62.27362060546852,23.72198486328125,-31.260681152344432,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,10.8,-892.5792846679688,1355.416015625,-917.3580932617188,1385.734252929688,48.45880126953125,-61.56109619140648,23.67999267578125,-31.242858886718523,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,10.9,-893.0488891601562,1356.13134765625,-917.4166259765624,1385.87890625,47.98919677734375,-60.84576416015648,23.621459960937614,-31.098205566406477,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,11.0,-893.5581665039062,1356.8408203125,-917.47314453125,1385.946166992188,47.47991943359375,-60.13629150390648,23.56494140625,-31.030944824218523,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,11.1,-894.0829467773438,1357.53759765625,-917.5093383789062,1386.018798828125,46.95513916015625,-59.43951416015648,23.52874755859375,-30.958312988281477,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,11.2,-894.591552734375,1358.251953125,-917.5364990234376,1386.066040039062,46.446533203125,-58.72515869140648,23.501586914062386,-30.911071777344432,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,11.3,-895.1154174804688,1358.987060546875,-917.5808715820312,1386.137817382812,45.92266845703125,-57.99005126953148,23.45721435546875,-30.839294433594432,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,11.4,-895.6128540039062,1359.698120117188,-917.5897216796876,1386.178833007812,45.42523193359375,-57.27899169921852,23.448364257812386,-30.798278808594432,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,11.5,-896.1090698242188,1360.372924804688,-917.6209716796876,1386.22021484375,44.92901611328125,-56.60418701171852,23.417114257812386,-30.756896972656477,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,11.6,-896.597412109375,1361.057006835938,-917.6441650390624,1386.2646484375,44.440673828125,-55.92010498046852,23.393920898437614,-30.712463378906477,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,11.7,-897.1064453125,1361.774291992188,-917.6670532226562,1386.316284179688,43.931640625,-55.20281982421852,23.37103271484375,-30.660827636718523,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,11.8,-897.6156616210938,1362.485717773438,-917.7298583984376,1386.403076171875,43.42242431640625,-54.49139404296852,23.308227539062386,-30.574035644531477,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,11.9,-898.1149291992188,1363.180541992188,-917.7783203125,1386.456420898438,42.92315673828125,-53.79656982421852,23.259765625,-30.520690917968523,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,12.0,-898.6179809570312,1363.884887695312,-917.85400390625,1386.533935546875,42.42010498046875,-53.09222412109443,23.18408203125,-30.443176269531477,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,12.1,-899.0955810546875,1364.551391601562,-917.9437255859376,1386.6240234375,41.9425048828125,-52.42572021484443,23.094360351562386,-30.353088378906477,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,12.2,-899.5338745117188,1365.199584960938,-918.0116577148438,1386.719360351562,41.50421142578125,-51.77752685546852,23.02642822265625,-30.257751464844432,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,12.3,-900.0562744140625,1365.890625,-918.1170043945312,1386.872802734375,40.9818115234375,-51.08648681640648,22.92108154296875,-30.104309082031477,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,12.4,-900.5569458007812,1366.596801757812,-918.22119140625,1387.03564453125,40.48114013671875,-50.38031005859443,22.81689453125,-29.941467285156477,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,12.5,-901.0722045898438,1367.32275390625,-918.3469848632812,1387.215454101562,39.96588134765625,-49.65435791015648,22.69110107421875,-29.761657714844432,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,12.6,-901.5687866210938,1367.995971679688,-918.46728515625,1387.385986328125,39.46929931640625,-48.98114013671852,22.57080078125,-29.591125488281477,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,12.7,-902.05322265625,1368.678833007812,-918.6067504882812,1387.596801757812,38.98486328125,-48.29827880859443,22.43133544921875,-29.380310058594432,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,12.8,-902.5549926757812,1369.36376953125,-918.7556762695312,1387.81103515625,38.48309326171875,-47.61334228515648,22.28240966796875,-29.166076660156477,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,12.9,-903.0130615234376,1370.037231445312,-918.943359375,1388.066650390625,38.025024414062386,-46.93988037109443,22.0947265625,-28.910461425781477,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,13.0,-903.491943359375,1370.737426757812,-919.1412963867188,1388.342529296875,37.546142578125,-46.23968505859443,21.89678955078125,-28.634582519531477,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,13.1,-903.9988403320312,1371.423217773438,-919.3419799804688,1388.601684570312,37.03924560546875,-45.55389404296852,21.69610595703125,-28.375427246094432,False,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,13.2,-904.4400634765624,1372.062744140625,-919.5794067382812,1388.930786132812,36.598022460937614,-44.91436767578148,21.45867919921875,-28.046325683594432,True,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,13.3,-904.9141845703124,1372.8037109375,-919.833740234375,1389.270141601562,36.123901367187614,-44.17340087890648,21.204345703125,-27.706970214844432,True,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,13.4,-905.4083862304688,1373.471557617188,-920.0808715820312,1389.60205078125,35.62969970703125,-43.50555419921852,20.95721435546875,-27.375061035156477,True,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,13.5,-905.8040771484376,1374.03125,-920.352294921875,1389.954711914062,35.234008789062386,-42.94586181640648,20.685791015625,-27.022399902344432,True,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,13.6,-906.2071533203124,1374.65673828125,-920.6103515625,1390.337890625,34.830932617187614,-42.32037353515648,20.427734375,-26.639221191406477,True,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,13.7,-906.6717529296876,1375.306396484375,-920.90966796875,1390.738403320312,34.366333007812386,-41.67071533203148,20.12841796875,-26.238708496094432,True,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,13.8,-907.129638671875,1375.942260742188,-921.2490844726562,1391.160888671875,33.908447265625,-41.03485107421852,19.78900146484375,-25.816223144531477,True,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,13.9,-907.586181640625,1376.612060546875,-921.5645751953124,1391.56494140625,33.451904296875,-40.36505126953148,19.473510742187614,-25.412170410156477,True,-941.0380859375,1416.9771118164065
ipv_004992,key_agent_1,14.0,-908.1535034179688,1377.3916015625,-921.9144897460938,1391.987060546875,32.88458251953125,-39.58551025390648,19.12359619140625,-24.990051269531477,True,-941.0380859375,1416.9771118164065
