subset_policy,artifact_id,case_or_episode_key,case_id,aggregation_configuration,aggregation_perspective,measurement_role,source_dataset,horizon_config,actor_view,total_rows,attempted_rows,attempted_share,q_n,q_mean,q_median,share_q_le_075,near_uniform_093,usable_loose,usable_primary,usable_strict
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002029,ipv_002029,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,124,124,1.0,124.0,0.6242802742050975,0.5630344509894893,0.6693548387096774,0.23387096774193547,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002029,ipv_002029,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,124,124,1.0,124.0,0.5821875856865293,0.5674122170507543,0.6129032258064516,0.28225806451612906,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002030,ipv_002030,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,92,92,1.0,92.0,0.4419348764087398,0.4277380886209184,0.9130434782608695,0.043478260869565216,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002030,ipv_002030,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,92,92,1.0,92.0,0.1921342590432825,0.15447745864732013,0.9891304347826086,0.010869565217391304,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002030,ipv_002030,target_future|lyft_train_full,key_agent_1,target_future,lyft_train_full,not_applicable,target_future,92,92,1.0,92.0,0.2832261838342407,0.1694698008783005,0.9021739130434783,0.010869565217391304,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002033,ipv_002033,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,61,61,1.0,61.0,0.4104039331017576,0.2491472854356826,0.7868852459016393,0.18032786885245902,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002035,ipv_002035,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,60,60,1.0,60.0,0.49286835310549976,0.2857355104448689,0.6,0.18333333333333332,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002035,ipv_002035,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,60,60,1.0,60.0,0.36182077670212415,0.28907788812742335,0.9166666666666666,0.08333333333333333,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002035,ipv_002035,target_future|lyft_train_full,key_agent_1,target_future,lyft_train_full,not_applicable,target_future,60,60,1.0,60.0,0.44094438640013195,0.40936406344658527,0.9,0.016666666666666666,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002036,ipv_002036,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,111,111,1.0,111.0,0.4683478474660527,0.4088871287714149,0.7927927927927928,0.1981981981981982,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002036,ipv_002036,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,111,111,1.0,111.0,0.5908669109120678,0.6301267312120187,0.6036036036036037,0.24324324324324326,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002037,ipv_002037,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,72,72,1.0,72.0,0.5208383994719323,0.3992612775893797,0.6805555555555556,0.25,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002041,ipv_002041,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,30,30,1.0,30.0,0.6139837072210932,0.566721663694715,0.6666666666666666,0.3333333333333333,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002042,ipv_002042,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,37,37,1.0,37.0,0.1918985574134666,0.1445462221818177,1.0,0.0,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002042,ipv_002042,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,37,37,1.0,37.0,0.5067496433365435,0.3930022663984853,0.7297297297297297,0.21621621621621623,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002045,ipv_002045,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,57,57,1.0,57.0,0.48410990491304096,0.33042815997182456,0.7192982456140351,0.2807017543859649,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002049,ipv_002049,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,213,213,1.0,213.0,0.5762616805590076,0.5110323219713165,0.6291079812206573,0.3051643192488263,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002050,ipv_002050,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,91,91,1.0,91.0,0.4164155322585927,0.29284023120128405,0.8241758241758241,0.15384615384615385,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002050,ipv_002050,target_future|lyft_train_full,key_agent_1,target_future,lyft_train_full,not_applicable,target_future,91,91,1.0,91.0,0.4863102404017276,0.2848805770836956,0.6483516483516484,0.24175824175824176,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002057,ipv_002057,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,52,52,1.0,52.0,0.4759102944725747,0.3942406186450812,0.7884615384615384,0.17307692307692307,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002057,ipv_002057,target_future|lyft_train_full,key_agent_1,target_future,lyft_train_full,not_applicable,target_future,52,52,1.0,52.0,0.5355289005469782,0.4821785516331001,0.6346153846153846,0.11538461538461539,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002057,ipv_002057,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,52,52,1.0,52.0,0.4024109752314709,0.27960401435660853,0.8269230769230769,0.038461538461538464,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002058,ipv_002058,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,33,33,1.0,33.0,0.5403005754439344,0.5443980676129111,0.696969696969697,0.24242424242424243,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002060,ipv_002060,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,128,128,1.0,128.0,0.4719459012126677,0.2828113718937976,0.703125,0.28125,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002060,ipv_002060,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,128,128,1.0,128.0,0.5635301197499981,0.5126664693231898,0.75,0.2265625,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002060,ipv_002060,target_future|lyft_train_full,key_agent_1,target_future,lyft_train_full,not_applicable,target_future,128,128,1.0,128.0,0.6542408472357023,0.6649178541409679,0.625,0.234375,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002060,ipv_002060,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,128,128,1.0,128.0,0.6229151357138577,0.6176620793743048,0.640625,0.28125,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002061,ipv_002061,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,59,59,1.0,59.0,0.3567190317442147,0.1430247809670815,0.7627118644067796,0.23728813559322035,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002061,ipv_002061,target_future|lyft_train_full,key_agent_1,target_future,lyft_train_full,not_applicable,target_future,59,59,1.0,59.0,0.5756748689202038,0.6124112281428664,0.6440677966101694,0.0847457627118644,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002061,ipv_002061,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,59,59,1.0,59.0,0.5813015403780157,0.6025268599945404,0.7457627118644068,0.1016949152542373,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002064,ipv_002064,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,236,236,1.0,236.0,0.42342428880413363,0.24385368112721872,0.7627118644067796,0.2330508474576271,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002071,ipv_002071,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,43,43,1.0,43.0,0.7069680574099305,0.6878954022705994,0.627906976744186,0.3023255813953488,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002071,ipv_002071,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,43,43,1.0,43.0,0.5723266397330233,0.560356099305933,0.6046511627906976,0.16279069767441862,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002072,ipv_002072,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,110,110,1.0,110.0,0.498345803062787,0.4265133848244905,0.7818181818181819,0.19090909090909092,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002072,ipv_002072,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,110,110,1.0,110.0,0.5895504769237861,0.6408294916420991,0.6363636363636364,0.16363636363636364,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002073,ipv_002073,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,80,80,1.0,80.0,0.45628965550105516,0.3509766850486261,0.7875,0.2125,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002073,ipv_002073,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,80,80,1.0,80.0,0.5353483228916883,0.5051094651766453,0.7875,0.0,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002074,ipv_002074,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,80,80,1.0,80.0,0.45628965550105516,0.3509766850486261,0.7875,0.2125,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002074,ipv_002074,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,80,80,1.0,80.0,0.5353483228916883,0.5051094651766453,0.7875,0.0,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002076,ipv_002076,target_future|lyft_train_full,key_agent_1,target_future,lyft_train_full,not_applicable,target_future,30,30,1.0,30.0,0.16431812227339096,0.14606047066164746,1.0,0.0,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002077,ipv_002077,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,69,69,1.0,69.0,0.43148254423110577,0.3444749324209843,0.8115942028985508,0.15942028985507245,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002077,ipv_002077,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,69,69,1.0,69.0,0.27878963435078546,0.20654874405695803,1.0,0.0,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002077,ipv_002077,target_future|lyft_train_full,key_agent_1,target_future,lyft_train_full,not_applicable,target_future,69,69,1.0,69.0,0.41837874197223074,0.35214648906204704,0.8260869565217391,0.043478260869565216,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002077,ipv_002077,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,69,69,1.0,69.0,0.4327823888421132,0.3741714308392497,0.8115942028985508,0.014492753623188406,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002078,ipv_002078,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,236,236,1.0,236.0,0.36927555000486484,0.28079336000950017,0.9152542372881356,0.05084745762711865,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002078,ipv_002078,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,236,236,1.0,236.0,0.5163986504406185,0.36065032935577324,0.6567796610169492,0.288135593220339,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002078,ipv_002078,target_future|lyft_train_full,key_agent_1,target_future,lyft_train_full,not_applicable,target_future,236,236,1.0,236.0,0.4903172034110193,0.31841789400004816,0.6567796610169492,0.2542372881355932,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002078,ipv_002078,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,236,236,1.0,236.0,0.5377801639687007,0.5304596680163889,0.6991525423728814,0.1694915254237288,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002080,ipv_002080,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,87,87,1.0,87.0,0.4486762773940983,0.21940938528411852,0.6896551724137931,0.20689655172413793,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002081,ipv_002081,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,236,236,1.0,236.0,0.36927555000486484,0.28079336000950017,0.9152542372881356,0.05084745762711865,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002081,ipv_002081,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,236,236,1.0,236.0,0.5163986504406185,0.36065032935577324,0.6567796610169492,0.288135593220339,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002081,ipv_002081,target_future|lyft_train_full,key_agent_1,target_future,lyft_train_full,not_applicable,target_future,236,236,1.0,236.0,0.4903172034110193,0.31841789400004816,0.6567796610169492,0.2542372881355932,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002081,ipv_002081,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,236,236,1.0,236.0,0.5377801639687007,0.5304596680163889,0.6991525423728814,0.1694915254237288,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002082,ipv_002082,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,52,52,1.0,52.0,0.32919232571347845,0.2891893581006655,0.9615384615384616,0.0,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002082,ipv_002082,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,52,52,1.0,52.0,0.5336029566123901,0.523359080475305,0.6730769230769231,0.15384615384615385,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002083,ipv_002083,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,57,57,1.0,57.0,0.445714875031612,0.32127406845253687,0.8070175438596491,0.08771929824561403,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002089,ipv_002089,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,235,235,1.0,235.0,0.5246424123403081,0.47287034384180915,0.676595744680851,0.2127659574468085,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002090,ipv_002090,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,57,57,1.0,57.0,0.44437220950416856,0.22581738892772701,0.7017543859649122,0.2982456140350877,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002090,ipv_002090,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,57,57,1.0,57.0,0.4569716942142504,0.15303963403336848,0.6491228070175439,0.19298245614035087,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002092,ipv_002092,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,146,146,1.0,146.0,0.35584525799936184,0.29794830498939906,0.9657534246575342,0.03424657534246575,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002092,ipv_002092,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,146,146,1.0,146.0,0.49886950379280254,0.30641534263819964,0.6643835616438356,0.3219178082191781,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002092,ipv_002092,target_future|lyft_train_full,key_agent_1,target_future,lyft_train_full,not_applicable,target_future,146,146,1.0,146.0,0.39718479824062175,0.24594557374355458,0.7876712328767124,0.0684931506849315,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002092,ipv_002092,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,146,146,1.0,146.0,0.4193205402704681,0.3746764551957522,0.8493150684931506,0.0410958904109589,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002095,ipv_002095,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,114,114,1.0,114.0,0.5245526614682986,0.34901564247143846,0.6403508771929824,0.34210526315789475,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002096,ipv_002096,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,210,210,1.0,210.0,0.5142369882728217,0.44046169818279307,0.7238095238095238,0.18571428571428572,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002098,ipv_002098,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,96,96,1.0,96.0,0.5790556508617709,0.5290353375500803,0.6458333333333334,0.3020833333333333,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002098,ipv_002098,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,96,96,1.0,96.0,0.5490028701261317,0.43816142104807626,0.6666666666666666,0.28125,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002100,ipv_002100,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,74,74,1.0,74.0,0.2958676130535968,0.19138594562806976,0.9054054054054054,0.0945945945945946,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002100,ipv_002100,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,74,74,1.0,74.0,0.3598442235254837,0.32350930424260593,0.9459459459459459,0.0,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002100,ipv_002100,target_future|lyft_train_full,key_agent_1,target_future,lyft_train_full,not_applicable,target_future,74,74,1.0,74.0,0.5911616984585856,0.5872476660873833,0.6756756756756757,0.10810810810810811,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002100,ipv_002100,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,74,74,1.0,74.0,0.4193786952515649,0.37976080281874913,0.8648648648648649,0.04054054054054054,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002101,ipv_002101,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,127,127,1.0,127.0,0.4324001753356814,0.2747772403132233,0.7874015748031497,0.1889763779527559,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002101,ipv_002101,target_future|lyft_train_full,key_agent_1,target_future,lyft_train_full,not_applicable,target_future,127,127,1.0,127.0,0.5234662275386838,0.39499248668108733,0.6377952755905512,0.2204724409448819,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002101,ipv_002101,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,127,127,1.0,127.0,0.5359254521891327,0.4978764319813778,0.7322834645669292,0.1968503937007874,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002103,ipv_002103,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,30,30,1.0,30.0,0.2880221232240938,0.14549233601588368,0.9333333333333333,0.0,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002104,ipv_002104,counterpart_current|lyft_train_full,key_agent_1,counterpart_current,lyft_train_full,not_applicable,counterpart,171,171,1.0,171.0,0.409674696493216,0.32501452017673166,0.9122807017543859,0.05263157894736842,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002104,ipv_002104,counterpart_current|lyft_train_full,key_agent_2,counterpart_current,lyft_train_full,not_applicable,counterpart,171,171,1.0,171.0,0.3411260719377084,0.22121979007603595,0.8771929824561403,0.11695906432748537,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002104,ipv_002104,target_future|lyft_train_full,key_agent_1,target_future,lyft_train_full,not_applicable,target_future,171,171,1.0,171.0,0.4263892263092349,0.30269059730569126,0.8070175438596491,0.14035087719298245,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002104,ipv_002104,target_future|lyft_train_full,key_agent_2,target_future,lyft_train_full,not_applicable,target_future,171,171,1.0,171.0,0.5152286067603384,0.49057468784974656,0.7777777777777778,0.08187134502923976,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,rq009_feature_matrix,ipv_002106,ipv_002106,target_future|lyft_train_full,key_agent_1,target_future,lyft_train_full,not_applicable,target_future,105,105,1.0,105.0,0.5171933122493131,0.3534777226956904,0.6095238095238096,0.34285714285714286,True,True,True
