subset_policy,artifact_id,case_or_episode_key,case_id,aggregation_configuration,aggregation_perspective,measurement_role,source_dataset,horizon_config,actor_view,total_rows,attempted_rows,attempted_share,q_n,q_mean,q_median,share_q_le_075,near_uniform_093,usable_loose,usable_primary,usable_strict
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_000152,ipv_000152,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,200,196,0.98,196.0,0.6478603744743011,0.6663565526922812,0.6071428571428571,0.12244897959183673,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_000289,ipv_000289,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,200,196,0.98,196.0,0.6478872261263748,0.665634980852329,0.6224489795918368,0.1377551020408163,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_000420,ipv_000420,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,151,147,0.9735099337748344,147.0,0.6257114819948394,0.6729794295775914,0.6054421768707483,0.05442176870748299,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_000503,ipv_000503,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,152,148,0.9736842105263158,148.0,0.6113333197235273,0.6081512041386807,0.6554054054054054,0.10135135135135136,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_000503,ipv_000503,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,152,148,0.9736842105263158,148.0,0.6581453028622566,0.6856181146738091,0.6351351351351351,0.0945945945945946,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_000521,ipv_000521,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,130,126,0.9692307692307692,126.0,0.688188835825907,0.7083715968692932,0.6031746031746031,0.15873015873015872,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_000537,ipv_000537,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,200,196,0.98,196.0,0.6587480799339834,0.6743622326341059,0.6224489795918368,0.23979591836734693,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_000668,ipv_000668,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,200,196,0.98,196.0,0.6469055901707688,0.688358251937361,0.6122448979591837,0.05612244897959184,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_000745,ipv_000745,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,72,68,0.9444444444444444,68.0,0.611122036097932,0.6200579759860327,0.7352941176470589,0.07352941176470588,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_000827,ipv_000827,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,68,64,0.9411764705882353,64.0,0.6197128023125396,0.617476909425885,0.671875,0.015625,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_000869,ipv_000869,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,86,82,0.9534883720930233,82.0,0.6773736843689251,0.6520089176222954,0.6341463414634146,0.2926829268292683,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_000869,ipv_000869,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,86,82,0.9534883720930233,82.0,0.7029347505497829,0.6611625858060379,0.6463414634146342,0.32926829268292684,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_000870,ipv_000870,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,86,82,0.9534883720930233,82.0,0.6773736843689251,0.6520089176222954,0.6341463414634146,0.2926829268292683,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_000870,ipv_000870,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,86,82,0.9534883720930233,82.0,0.7029347505497829,0.6611625858060379,0.6463414634146342,0.32926829268292684,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001341,ipv_001341,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,199,195,0.9798994974874372,195.0,0.6607844958866463,0.6544340547170683,0.6102564102564103,0.26666666666666666,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001341,ipv_001341,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,199,195,0.9798994974874372,195.0,0.6247516745593233,0.6240507320683417,0.6358974358974359,0.26153846153846155,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001398,ipv_001398,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,201,197,0.9800995024875622,197.0,0.599917647623405,0.6238464848166069,0.6903553299492385,0.16243654822335024,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001398,ipv_001398,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,201,197,0.9800995024875622,197.0,0.6392647876737625,0.6473099069612716,0.6040609137055838,0.23857868020304568,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001519,ipv_001519,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,200,196,0.98,196.0,0.6295320376913013,0.64217854808139,0.6428571428571429,0.15816326530612246,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001788,ipv_001788,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,45,41,0.9111111111111111,41.0,0.3947811881845733,0.27978069732529315,0.8536585365853658,0.04878048780487805,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001789,ipv_001789,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,82,78,0.9512195121951219,78.0,0.6094273825370223,0.6291150857907672,0.6025641025641025,0.28205128205128205,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001796,ipv_001796,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,106,102,0.9622641509433962,102.0,0.5719993770163452,0.523658838900765,0.6372549019607843,0.30392156862745096,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001797,ipv_001797,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,106,102,0.9622641509433962,102.0,0.5719993770163452,0.523658838900765,0.6372549019607843,0.30392156862745096,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001798,ipv_001798,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,106,102,0.9622641509433962,102.0,0.5719993770163452,0.523658838900765,0.6372549019607843,0.30392156862745096,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001800,ipv_001800,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,88,84,0.9545454545454546,84.0,0.6048299539497176,0.5937756569641115,0.6071428571428571,0.2619047619047619,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001800,ipv_001800,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,88,84,0.9545454545454546,84.0,0.4442921844049627,0.3656492956278976,0.7976190476190477,0.03571428571428571,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001808,ipv_001808,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,62,58,0.9354838709677419,58.0,0.20361347674189714,0.14398233425357088,0.9655172413793104,0.017241379310344827,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001809,ipv_001809,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,66,62,0.9393939393939394,62.0,0.515598223060797,0.3410448987228085,0.6451612903225806,0.27419354838709675,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001812,ipv_001812,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,248,244,0.9838709677419355,244.0,0.4906353296640629,0.29980716517946693,0.6680327868852459,0.27049180327868855,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001814,ipv_001814,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,71,67,0.9436619718309859,67.0,0.526231151600642,0.47202185811729797,0.6567164179104478,0.23880597014925373,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001817,ipv_001817,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,249,245,0.9839357429718876,245.0,0.37296921159655966,0.15532882542919837,0.8040816326530612,0.11836734693877551,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001818,ipv_001818,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,106,102,0.9622641509433962,102.0,0.597028683482748,0.672174517859051,0.696078431372549,0.049019607843137254,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001821,ipv_001821,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,245,241,0.9836734693877551,241.0,0.5142995478545149,0.45472356669298364,0.6970954356846473,0.17012448132780084,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001821,ipv_001821,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,245,241,0.9836734693877551,241.0,0.5380431776787309,0.5335288034666442,0.6473029045643154,0.14522821576763487,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001823,ipv_001823,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,103,99,0.9611650485436893,99.0,0.3588534685806153,0.2527205674683233,0.8686868686868687,0.050505050505050504,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001834,ipv_001834,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,210,206,0.9809523809523809,206.0,0.5549379147361421,0.5134601377973373,0.6699029126213593,0.21359223300970873,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001835,ipv_001835,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,57,53,0.9298245614035088,53.0,0.440405741298788,0.3630991451733849,0.8113207547169812,0.1509433962264151,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001837,ipv_001837,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,128,124,0.96875,124.0,0.5609861726075211,0.5347882400620902,0.6935483870967742,0.18548387096774194,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001839,ipv_001839,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,71,67,0.9436619718309859,67.0,0.4310695711842526,0.3831090014857318,0.8208955223880597,0.1044776119402985,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001839,ipv_001839,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,71,67,0.9436619718309859,67.0,0.5488493119846511,0.5425081540244704,0.7164179104477612,0.14925373134328357,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001840,ipv_001840,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,92,88,0.9565217391304348,88.0,0.53726223281694,0.5599471492924097,0.6590909090909091,0.10227272727272728,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001840,ipv_001840,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,92,88,0.9565217391304348,88.0,0.44171959446747305,0.38778924705948525,0.8068181818181818,0.06818181818181818,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001844,ipv_001844,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,71,67,0.9436619718309859,67.0,0.4661809695142219,0.4315818478465303,0.746268656716418,0.04477611940298507,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001850,ipv_001850,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,75,71,0.9466666666666667,71.0,0.26054450219057923,0.1438166185653557,0.9295774647887324,0.0,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001852,ipv_001852,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,95,91,0.9578947368421052,91.0,0.6818524537087499,0.6542932166249954,0.6483516483516484,0.0989010989010989,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001860,ipv_001860,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,112,108,0.9642857142857143,108.0,0.44817333768748063,0.1858693357308398,0.6759259259259259,0.2777777777777778,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001860,ipv_001860,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,112,108,0.9642857142857143,108.0,0.31964246456528145,0.1669263915384827,0.8333333333333334,0.1388888888888889,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001861,ipv_001861,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,100,96,0.96,96.0,0.38134455066071354,0.28990566695537345,0.875,0.041666666666666664,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001864,ipv_001864,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,49,45,0.9183673469387755,45.0,0.37384555336638203,0.16296025539803513,0.8222222222222222,0.044444444444444446,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001864,ipv_001864,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,49,45,0.9183673469387755,45.0,0.3630536838553178,0.2489814241579092,0.8888888888888888,0.022222222222222223,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001869,ipv_001869,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,63,59,0.9365079365079365,59.0,0.14309985501358038,0.14285716887786554,1.0,0.0,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001872,ipv_001872,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,100,96,0.96,96.0,0.5191582396771763,0.4465265821038746,0.65625,0.20833333333333334,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001878,ipv_001878,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,55,51,0.9272727272727272,51.0,0.30186813452718486,0.14299406511376148,0.9019607843137255,0.058823529411764705,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001878,ipv_001878,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,55,51,0.9272727272727272,51.0,0.6722512430507015,0.6670910592732125,0.7058823529411765,0.17647058823529413,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001879,ipv_001879,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,37,33,0.8918918918918919,33.0,0.4714574774723648,0.425501488204605,0.8181818181818182,0.15151515151515152,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001879,ipv_001879,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,37,33,0.8918918918918919,33.0,0.3733438317950255,0.17842056837905204,0.7575757575757576,0.21212121212121213,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001880,ipv_001880,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,37,33,0.8918918918918919,33.0,0.4714574774723648,0.425501488204605,0.8181818181818182,0.15151515151515152,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001880,ipv_001880,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,37,33,0.8918918918918919,33.0,0.3733438317950255,0.17842056837905204,0.7575757575757576,0.21212121212121213,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001881,ipv_001881,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,55,51,0.9272727272727272,51.0,0.30186813452718486,0.14299406511376148,0.9019607843137255,0.058823529411764705,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001881,ipv_001881,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,55,51,0.9272727272727272,51.0,0.6722512430507015,0.6670910592732125,0.7058823529411765,0.17647058823529413,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001882,ipv_001882,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,52,48,0.9230769230769231,48.0,0.30502134140165865,0.14620287890384942,0.8541666666666666,0.125,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001895,ipv_001895,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,132,128,0.9696969696969697,128.0,0.5205621887861488,0.531904926434349,0.796875,0.015625,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001895,ipv_001895,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,132,128,0.9696969696969697,128.0,0.5232234243832109,0.5415318332979335,0.6796875,0.0625,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001896,ipv_001896,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,194,190,0.979381443298969,190.0,0.4329005975784954,0.24615618114100365,0.7473684210526316,0.1736842105263158,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001914,ipv_001914,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,65,61,0.9384615384615385,61.0,0.5306968275146733,0.40852905571639503,0.639344262295082,0.3114754098360656,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001916,ipv_001916,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,162,158,0.9753086419753086,158.0,0.5301517243353576,0.3579667978425055,0.6012658227848101,0.3860759493670886,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001924,ipv_001924,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,231,227,0.9826839826839827,227.0,0.5755679509610164,0.5313710611676122,0.6167400881057269,0.3436123348017621,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001931,ipv_001931,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,80,76,0.95,76.0,0.559493230109824,0.5230032114875351,0.7105263157894737,0.07894736842105263,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001933,ipv_001933,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,76,72,0.9473684210526315,72.0,0.6083954029700664,0.641476472067406,0.6944444444444444,0.1111111111111111,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001934,ipv_001934,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,89,85,0.9550561797752809,85.0,0.6124906189698046,0.5691411160167265,0.6235294117647059,0.25882352941176473,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001937,ipv_001937,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,57,53,0.9298245614035088,53.0,0.3563786667158969,0.22639371279520673,0.8867924528301887,0.05660377358490566,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001942,ipv_001942,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,218,214,0.981651376146789,214.0,0.5711117634179955,0.5683457916529644,0.6495327102803738,0.2803738317757009,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001942,ipv_001942,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,218,214,0.981651376146789,214.0,0.4662379565938979,0.4057328014891756,0.7710280373831776,0.19626168224299065,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001944,ipv_001944,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,74,70,0.9459459459459459,70.0,0.547506343150145,0.49363298315269033,0.7571428571428571,0.18571428571428572,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001944,ipv_001944,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,74,70,0.9459459459459459,70.0,0.4244618738531369,0.24424748329039575,0.7285714285714285,0.15714285714285714,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001945,ipv_001945,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,148,144,0.972972972972973,144.0,0.5510633495678187,0.48448217106860236,0.625,0.2638888888888889,True,True,False
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001945,ipv_001945,sigma01_hw4,agent_2,agent_2,interhub_sigma01,hw4,agent_2,148,144,0.972972972972973,144.0,0.44412265673831564,0.2608181208279382,0.7291666666666666,0.2222222222222222,True,True,True
primary: q_n>=30; attempted_share>=0.80; median_q_eff<=0.75; share(q_eff<=0.75)>=0.60,interhub_sigma01_hw4_timeseries,ipv_001946,ipv_001946,sigma01_hw4,agent_1,agent_1,interhub_sigma01,hw4,agent_1,148,144,0.972972972972973,144.0,0.5510633495678187,0.48448217106860236,0.625,0.2638888888888889,True,True,False
