trial_id,segment_id,subject_id,seat,q1_rev,q2_yield_bipolar,q3,q4,q5_cost_cp,q5b,session_id,order_index,status,subject_ego_id,subject_cp_id,included_in_reference_analysis,scenario_id,class,flagged,side,arm,alt27,exceed_peak_rad,inside_margin_min_rad,flag_frac,boundary_margin_rad,pair_id,session_order,block_id
P06B_T08,S326,H0032,ego,2,-1,5,5,,,P06B,8,completed,H0032,H0031,1,C4,W,0,none,av,0,,0.520001,0,0.520001,P06,B,B1
P06B_T08,S326,H0031,cp,1,0,4,5,1,6,P06B,8,completed,H0032,H0031,1,C4,W,0,none,av,0,,0.520001,0,0.520001,P06,B,B1
P06B_T09,S520,H0032,ego,3,-3,5,4,,,P06B,9,completed,H0032,H0031,1,B3,C,1,C,av,0,0.193655,,0.02617801047,0.193655,P06,B,B1
P06B_T09,S520,H0031,cp,2,-1,4,4,2,7,P06B,9,completed,H0032,H0031,1,B3,C,1,C,av,0,0.193655,,0.02617801047,0.193655,P06,B,B1
P06B_T10,S681,H0032,ego,3,-2,6,4,,,P06B,10,completed,H0032,H0031,1,A3,A,1,A,av,0,0.209658,,0.03664921466,0.209658,P06,B,B1
P06B_T10,S681,H0031,cp,3,0,3,4,4,6,P06B,10,completed,H0032,H0031,1,A3,A,1,A,av,0,0.209658,,0.03664921466,0.209658,P06,B,B1
P06B_T11,S999,H0032,ego,2,-1,6,5,,,P06B,11,completed,H0032,H0031,1,A2,W,0,none,av,0,,0.520001,0,0.520001,P06,B,B1
P06B_T11,S999,H0031,cp,3,-1,5,5,2,6,P06B,11,completed,H0032,H0031,1,A2,W,0,none,av,0,,0.520001,0,0.520001,P06,B,B1
P06B_T12,S953,H0032,ego,2,1,5,5,,,P06B,12,completed,H0032,H0031,1,A4,A,1,A,human,0,0.227213,,0.04188481675,0.227213,P06,B,B1
P06B_T12,S953,H0031,cp,3,1,4,4,4,5,P06B,12,completed,H0032,H0031,1,A4,A,1,A,human,0,0.227213,,0.04188481675,0.227213,P06,B,B1
P06B_T13,S845,H0032,ego,3,-1,5,4,,,P06B,13,completed,H0032,H0031,1,B2,C,1,C,human,0,0.19156,,0.04188481675,0.19156,P06,B,B1
P06B_T13,S845,H0031,cp,4,-1,4,5,4,6,P06B,13,completed,H0032,H0031,1,B2,C,1,C,human,0,0.19156,,0.04188481675,0.19156,P06,B,B1
P06B_T14,S796,H0032,ego,3,-1,7,5,,,P06B,14,completed,H0032,H0031,1,A1,W,0,none,av,0,,0.520001,0,0.520001,P06,B,B1
P06B_T14,S796,H0031,cp,3,0,5,6,2,6,P06B,14,completed,H0032,H0031,1,A1,W,0,none,av,0,,0.520001,0,0.520001,P06,B,B1
P06B_T15,S398,H0032,ego,2,1,7,5,,,P06B,15,completed,H0032,H0031,1,B3,C,1,C,human,0,0.308015,,0.02617801047,0.308015,P06,B,B1
P06B_T15,S398,H0031,cp,3,0,5,5,3,5,P06B,15,completed,H0032,H0031,1,B3,C,1,C,human,0,0.308015,,0.02617801047,0.308015,P06,B,B1
P06B_T16,S324,H0032,ego,3,3,5,4,,,P06B,16,completed,H0032,H0031,1,B4,C,1,C,av,0,0.164735,,0.03141361257,0.164735,P06,B,B1
P06B_T16,S324,H0031,cp,3,0,6,6,2,6,P06B,16,completed,H0032,H0031,1,B4,C,1,C,av,0,0.164735,,0.03141361257,0.164735,P06,B,B1
P06B_T17,S554,H0032,ego,3,0,4,6,,,P06B,17,completed,H0032,H0031,1,A1,W,0,none,human,0,,0.520001,0,0.520001,P06,B,B1
P06B_T17,S554,H0031,cp,3,1,5,6,2,4,P06B,17,completed,H0032,H0031,1,A1,W,0,none,human,0,,0.520001,0,0.520001,P06,B,B1
P07A_T03,S966,H0033,ego,4,-1,5,5,,,P07A,3,completed,H0033,H0034,1,A2,A,1,A,human,0,0.297608,,0.03141361257,0.297608,P07,A,B0
P07A_T03,S966,H0034,cp,4,-1,6,4,5,5,P07A,3,completed,H0033,H0034,1,A2,A,1,A,human,0,0.297608,,0.03141361257,0.297608,P07,A,B0
P07A_T04,S699,H0033,ego,2,1,3,5,,,P07A,4,completed,H0033,H0034,1,A7,C,1,C,av,0,0.240817,,0.03664921466,0.240817,P07,A,B0
P07A_T04,S699,H0034,cp,2,-1,5,5,2,6,P07A,4,completed,H0033,H0034,1,A7,C,1,C,av,0,0.240817,,0.03664921466,0.240817,P07,A,B0
P07A_T05,S984,H0033,ego,2,2,5,6,,,P07A,5,completed,H0033,H0034,1,C1,W,0,none,av,0,,0.520001,0,0.520001,P07,A,B0
P07A_T05,S984,H0034,cp,1,-1,5,6,1,5,P07A,5,completed,H0033,H0034,1,C1,W,0,none,av,0,,0.520001,0,0.520001,P07,A,B0
P07A_T06,S367,H0033,ego,2,-1,4,4,,,P07A,6,completed,H0033,H0034,1,A1,A,1,A,human,0,0.298075,,0.03664921466,0.298075,P07,A,B0
P07A_T06,S367,H0034,cp,3,1,4,4,4,6,P07A,6,completed,H0033,H0034,1,A1,A,1,A,human,0,0.298075,,0.03664921466,0.298075,P07,A,B0
P07A_T07,S551,H0033,ego,4,3,4,4,,,P07A,7,completed,H0033,H0034,1,A6,C,1,C,av,1,0.245331,,0.03141361257,0.245331,P07,A,B0
P07A_T07,S551,H0034,cp,2,2,5,6,2,5,P07A,7,completed,H0033,H0034,1,A6,C,1,C,av,1,0.245331,,0.03141361257,0.245331,P07,A,B0
P07A_T08,S226,H0033,ego,2,-2,5,5,,,P07A,8,completed,H0033,H0034,1,B3,W,0,none,human,0,,0.520001,0,0.520001,P07,A,B0
P07A_T08,S226,H0034,cp,1,0,4,5,2,6,P07A,8,completed,H0033,H0034,1,B3,W,0,none,human,0,,0.520001,0,0.520001,P07,A,B0
P07A_T09,S190,H0033,ego,3,-2,4,5,,,P07A,9,completed,H0033,H0034,1,B1,C,1,C,av,0,0.196063,,0.02617801047,0.196063,P07,A,B0
P07A_T09,S190,H0034,cp,2,0,5,5,4,6,P07A,9,completed,H0033,H0034,1,B1,C,1,C,av,0,0.196063,,0.02617801047,0.196063,P07,A,B0
P07A_T10,S222,H0033,ego,2,-1,5,4,,,P07A,10,completed,H0033,H0034,1,A6,C,1,C,human,0,0.188374,,0.02617801047,0.188374,P07,A,B0
P07A_T10,S222,H0034,cp,1,-2,5,6,4,6,P07A,10,completed,H0033,H0034,1,A6,C,1,C,human,0,0.188374,,0.02617801047,0.188374,P07,A,B0
P07A_T11,S874,H0033,ego,2,-1,6,6,,,P07A,11,completed,H0033,H0034,1,B4,W,0,none,av,0,,0.520001,0,0.520001,P07,A,B0
P07A_T11,S874,H0034,cp,2,0,4,5,1,5,P07A,11,completed,H0033,H0034,1,B4,W,0,none,av,0,,0.520001,0,0.520001,P07,A,B0
P07A_T12,S229,H0033,ego,3,-1,4,5,,,P07A,12,completed,H0033,H0034,1,A2,A,1,A,av,0,0.299103,,0.03141361257,0.299103,P07,A,B0
P07A_T12,S229,H0034,cp,4,-1,4,4,5,6,P07A,12,completed,H0033,H0034,1,A2,A,1,A,av,0,0.299103,,0.03141361257,0.299103,P07,A,B0
P07A_T13,S609,H0033,ego,3,2,3,6,,,P07A,13,completed,H0033,H0034,1,A1,A,1,A,av,1,0.299573,,0.03664921466,0.299573,P07,A,B0
P07A_T13,S609,H0034,cp,3,2,6,4,5,6,P07A,13,completed,H0033,H0034,1,A1,A,1,A,av,1,0.299573,,0.03664921466,0.299573,P07,A,B0
P07A_T14,S578,H0033,ego,3,-1,3,5,,,P07A,14,completed,H0033,H0034,1,B4,W,0,none,human,0,,0.520001,0,0.520001,P07,A,B0
P07A_T14,S578,H0034,cp,2,-2,5,5,1,5,P07A,14,completed,H0033,H0034,1,B4,W,0,none,human,0,,0.520001,0,0.520001,P07,A,B0
P07A_T15,S206,H0033,ego,5,-1,4,5,,,P07A,15,completed,H0033,H0034,1,A7,C,1,C,human,0,0.22674,,0.04188481675,0.22674,P07,A,B0
P07A_T15,S206,H0034,cp,5,1,5,5,3,6,P07A,15,completed,H0033,H0034,1,A7,C,1,C,human,0,0.22674,,0.04188481675,0.22674,P07,A,B0
P07A_T16,S136,H0033,ego,3,0,4,4,,,P07A,16,completed,H0033,H0034,1,B1,C,1,C,human,0,0.161874,,0.04188481675,0.161874,P07,A,B0
P07A_T16,S136,H0034,cp,1,0,4,5,3,6,P07A,16,completed,H0033,H0034,1,B1,C,1,C,human,0,0.161874,,0.04188481675,0.161874,P07,A,B0
P07A_T17,S240,H0033,ego,2,1,5,4,,,P07A,17,completed,H0033,H0034,1,B3,W,0,none,av,1,,0.520001,0,0.520001,P07,A,B0
P07A_T17,S240,H0034,cp,1,-1,6,4,1,5,P07A,17,completed,H0033,H0034,1,B3,W,0,none,av,1,,0.520001,0,0.520001,P07,A,B0
P07B_T03,S768,H0034,ego,4,1,5,5,,,P07B,3,completed,H0034,H0033,1,C3,C,1,C,av,0,0.209844,,0.03664921466,0.209844,P07,B,B2
P07B_T03,S768,H0033,cp,5,1,4,5,4,6,P07B,3,completed,H0034,H0033,1,C3,C,1,C,av,0,0.209844,,0.03664921466,0.209844,P07,B,B2
P07B_T04,S828,H0034,ego,4,0,5,5,,,P07B,4,completed,H0034,H0033,1,A5,A,1,A,av,0,0.290967,,0.03141361257,0.290967,P07,B,B2
P07B_T04,S828,H0033,cp,4,3,5,5,5,5,P07B,4,completed,H0034,H0033,1,A5,A,1,A,av,0,0.290967,,0.03141361257,0.290967,P07,B,B2
P07B_T05,S486,H0034,ego,1,-1,6,5,,,P07B,5,completed,H0034,H0033,1,A6,W,0,none,human,0,,0.520001,0,0.520001,P07,B,B2
P07B_T05,S486,H0033,cp,2,0,5,5,1,6,P07B,5,completed,H0034,H0033,1,A6,W,0,none,human,0,,0.520001,0,0.520001,P07,B,B2
P07B_T06,S338,H0034,ego,2,-1,7,5,,,P07B,6,completed,H0034,H0033,1,C2,C,1,C,av,0,0.29345,,0.03664921466,0.29345,P07,B,B2
P07B_T06,S338,H0033,cp,2,1,4,5,3,6,P07B,6,completed,H0034,H0033,1,C2,C,1,C,av,0,0.29345,,0.03664921466,0.29345,P07,B,B2
P07B_T07,S489,H0034,ego,3,-1,5,6,,,P07B,7,completed,H0034,H0033,1,A6,A,1,A,human,0,0.278537,,0.03141361257,0.278537,P07,B,B2
P07B_T07,S489,H0033,cp,2,0,5,4,5,5,P07B,7,completed,H0034,H0033,1,A6,A,1,A,human,0,0.278537,,0.03141361257,0.278537,P07,B,B2
P07B_T08,S230,H0034,ego,2,1,6,5,,,P07B,8,completed,H0034,H0033,1,A5,W,0,none,av,0,,0.520001,0,0.520001,P07,B,B2
P07B_T08,S230,H0033,cp,1,1,5,5,1,5,P07B,8,completed,H0034,H0033,1,A5,W,0,none,av,0,,0.520001,0,0.520001,P07,B,B2
P07B_T10,S221,H0034,ego,3,0,4,4,,,P07B,10,completed,H0034,H0033,1,C1,C,1,C,av,0,0.263301,,0.03664921466,0.263301,P07,B,B2
P07B_T10,S221,H0033,cp,3,1,5,5,4,6,P07B,10,completed,H0034,H0033,1,C1,C,1,C,av,0,0.263301,,0.03664921466,0.263301,P07,B,B2
P07B_T11,S291,H0034,ego,1,1,5,5,,,P07B,11,completed,H0034,H0033,1,A5,W,0,none,human,0,,0.520001,0,0.520001,P07,B,B2
P07B_T11,S291,H0033,cp,1,1,4,5,3,6,P07B,11,completed,H0034,H0033,1,A5,W,0,none,human,0,,0.520001,0,0.520001,P07,B,B2
P07B_T12,S389,H0034,ego,4,-1,5,5,,,P07B,12,completed,H0034,H0033,1,C3,C,1,C,human,0,0.327164,,0.04188481675,0.327164,P07,B,B2
P07B_T12,S389,H0033,cp,2,0,3,4,2,5,P07B,12,completed,H0034,H0033,1,C3,C,1,C,human,0,0.327164,,0.04188481675,0.327164,P07,B,B2
P07B_T13,S265,H0034,ego,2,0,4,5,,,P07B,13,completed,H0034,H0033,1,C1,C,1,C,human,0,0.227694,,0.02617801047,0.227694,P07,B,B2
P07B_T13,S265,H0033,cp,3,0,5,6,3,5,P07B,13,completed,H0034,H0033,1,C1,C,1,C,human,0,0.227694,,0.02617801047,0.227694,P07,B,B2
P07B_T14,S348,H0034,ego,2,-1,5,5,,,P07B,14,completed,H0034,H0033,1,A6,W,0,none,av,1,,0.520001,0,0.520001,P07,B,B2
P07B_T14,S348,H0033,cp,2,0,6,5,2,6,P07B,14,completed,H0034,H0033,1,A6,W,0,none,av,1,,0.520001,0,0.520001,P07,B,B2
P07B_T15,S564,H0034,ego,3,0,5,4,,,P07B,15,completed,H0034,H0033,1,A5,A,1,A,human,0,0.289512,,0.03141361257,0.289512,P07,B,B2
P07B_T15,S564,H0033,cp,4,1,3,5,4,5,P07B,15,completed,H0034,H0033,1,A5,A,1,A,human,0,0.289512,,0.03141361257,0.289512,P07,B,B2
P07B_T16,S413,H0034,ego,2,0,5,5,,,P07B,16,completed,H0034,H0033,1,C2,C,1,C,human,0,0.300274,,0.03141361257,0.300274,P07,B,B2
P07B_T16,S413,H0033,cp,2,1,4,6,3,6,P07B,16,completed,H0034,H0033,1,C2,C,1,C,human,0,0.300274,,0.03141361257,0.300274,P07,B,B2
P07B_T17,S378,H0034,ego,1,-1,5,6,,,P07B,17,completed,H0034,H0033,1,A7,W,0,none,av,0,,0.520001,0,0.520001,P07,B,B2
P07B_T17,S378,H0033,cp,2,1,6,5,3,5,P07B,17,completed,H0034,H0033,1,A7,W,0,none,av,0,,0.520001,0,0.520001,P07,B,B2
P08A_T03,S681,H0035,ego,2,0,4,4,,,P08A,3,completed,H0035,H0036,1,A3,A,1,A,av,0,0.209658,,0.03664921466,0.209658,P08,A,B1
P08A_T03,S681,H0036,cp,2,0,6,4,5,6,P08A,3,completed,H0035,H0036,1,A3,A,1,A,av,0,0.209658,,0.03664921466,0.209658,P08,A,B1
P08A_T04,S730,H0035,ego,4,-1,5,5,,,P08A,4,completed,H0035,H0036,1,B4,C,1,C,human,0,0.202729,,0.02617801047,0.202729,P08,A,B1
P08A_T04,S730,H0036,cp,5,-2,4,5,3,5,P08A,4,completed,H0035,H0036,1,B4,C,1,C,human,0,0.202729,,0.02617801047,0.202729,P08,A,B1
P08A_T05,S554,H0035,ego,3,-2,5,5,,,P08A,5,completed,H0035,H0036,1,A1,W,0,none,human,0,,0.520001,0,0.520001,P08,A,B1
P08A_T05,S554,H0036,cp,5,-2,6,5,3,5,P08A,5,completed,H0035,H0036,1,A1,W,0,none,human,0,,0.520001,0,0.520001,P08,A,B1
P08A_T06,S903,H0035,ego,4,1,4,5,,,P08A,6,completed,H0035,H0036,1,A4,A,1,A,av,0,0.228355,,0.04188481675,0.228355,P08,A,B1
P08A_T06,S903,H0036,cp,4,-1,4,4,4,5,P08A,6,completed,H0035,H0036,1,A4,A,1,A,av,0,0.228355,,0.04188481675,0.228355,P08,A,B1
P08A_T07,S520,H0035,ego,3,-2,5,6,,,P08A,7,completed,H0035,H0036,1,B3,C,1,C,av,0,0.193655,,0.02617801047,0.193655,P08,A,B1
P08A_T07,S520,H0036,cp,3,2,5,5,4,5,P08A,7,completed,H0035,H0036,1,B3,C,1,C,av,0,0.193655,,0.02617801047,0.193655,P08,A,B1
P08A_T08,S643,H0035,ego,1,-1,5,6,,,P08A,8,completed,H0035,H0036,1,C4,W,0,none,human,0,,0.520001,0,0.520001,P08,A,B1
P08A_T08,S643,H0036,cp,1,-1,5,6,3,6,P08A,8,completed,H0035,H0036,1,C4,W,0,none,human,0,,0.520001,0,0.520001,P08,A,B1
P08A_T09,S398,H0035,ego,3,1,4,6,,,P08A,9,completed,H0035,H0036,1,B3,C,1,C,human,0,0.308015,,0.02617801047,0.308015,P08,A,B1
P08A_T09,S398,H0036,cp,4,0,4,4,4,6,P08A,9,completed,H0035,H0036,1,B3,C,1,C,human,0,0.308015,,0.02617801047,0.308015,P08,A,B1
P08A_T10,S845,H0035,ego,4,0,5,5,,,P08A,10,completed,H0035,H0036,1,B2,C,1,C,human,0,0.19156,,0.04188481675,0.19156,P08,A,B1
P08A_T10,S845,H0036,cp,3,0,5,5,2,6,P08A,10,completed,H0035,H0036,1,B2,C,1,C,human,0,0.19156,,0.04188481675,0.19156,P08,A,B1
P08A_T11,S796,H0035,ego,2,-1,5,5,,,P08A,11,completed,H0035,H0036,1,A1,W,0,none,av,0,,0.520001,0,0.520001,P08,A,B1
P08A_T11,S796,H0036,cp,2,1,7,6,2,5,P08A,11,completed,H0035,H0036,1,A1,W,0,none,av,0,,0.520001,0,0.520001,P08,A,B1
P08A_T12,S836,H0035,ego,1,-1,5,5,,,P08A,12,completed,H0035,H0036,1,A3,A,1,A,human,0,0.20861,,0.03664921466,0.20861,P08,A,B1
P08A_T12,S836,H0036,cp,2,-1,5,4,5,5,P08A,12,completed,H0035,H0036,1,A3,A,1,A,human,0,0.20861,,0.03664921466,0.20861,P08,A,B1
P08A_T13,S310,H0035,ego,2,2,4,6,,,P08A,13,completed,H0035,H0036,1,B2,C,1,C,av,0,0.314468,,0.03664921466,0.314468,P08,A,B1
P08A_T13,S310,H0036,cp,2,2,5,4,3,6,P08A,13,completed,H0035,H0036,1,B2,C,1,C,av,0,0.314468,,0.03664921466,0.314468,P08,A,B1
P08A_T14,S326,H0035,ego,1,0,5,5,,,P08A,14,completed,H0035,H0036,1,C4,W,0,none,av,0,,0.520001,0,0.520001,P08,A,B1
P08A_T14,S326,H0036,cp,2,0,5,6,4,6,P08A,14,completed,H0035,H0036,1,C4,W,0,none,av,0,,0.520001,0,0.520001,P08,A,B1
P08A_T15,S324,H0035,ego,3,2,4,4,,,P08A,15,completed,H0035,H0036,1,B4,C,1,C,av,0,0.164735,,0.03141361257,0.164735,P08,A,B1
P08A_T15,S324,H0036,cp,4,0,3,4,4,6,P08A,15,completed,H0035,H0036,1,B4,C,1,C,av,0,0.164735,,0.03141361257,0.164735,P08,A,B1
P08A_T16,S953,H0035,ego,2,-1,5,4,,,P08A,16,completed,H0035,H0036,1,A4,A,1,A,human,0,0.227213,,0.04188481675,0.227213,P08,A,B1
P08A_T16,S953,H0036,cp,4,0,4,4,4,5,P08A,16,completed,H0035,H0036,1,A4,A,1,A,human,0,0.227213,,0.04188481675,0.227213,P08,A,B1
P08A_T17,S999,H0035,ego,4,-2,5,4,,,P08A,17,completed,H0035,H0036,1,A2,W,0,none,av,0,,0.520001,0,0.520001,P08,A,B1
P08A_T17,S999,H0036,cp,4,0,5,5,2,5,P08A,17,completed,H0035,H0036,1,A2,W,0,none,av,0,,0.520001,0,0.520001,P08,A,B1
P08B_T03,S454,H0036,ego,4,0,5,5,,,P08B,3,completed,H0036,H0035,1,B1,A,1,A,av,0,0.236934,,0.03141361257,0.236934,P08,B,B3
P08B_T03,S454,H0035,cp,2,0,5,3,4,5,P08B,3,completed,H0036,H0035,1,B1,A,1,A,av,0,0.236934,,0.03141361257,0.236934,P08,B,B3
P08B_T04,S725,H0036,ego,2,1,4,4,,,P08B,4,completed,H0036,H0035,1,A1,C,1,C,av,0,0.163828,,0.02617801047,0.163828,P08,B,B3
P08B_T04,S725,H0035,cp,3,0,4,5,3,5,P08B,4,completed,H0036,H0035,1,A1,C,1,C,av,0,0.163828,,0.02617801047,0.163828,P08,B,B3
P08B_T05,S756,H0036,ego,1,1,4,5,,,P08B,5,completed,H0036,H0035,1,B4,W,0,none,human,0,,0.520001,0,0.520001,P08,B,B3
P08B_T05,S756,H0035,cp,1,2,5,6,3,5,P08B,5,completed,H0036,H0035,1,B4,W,0,none,human,0,,0.520001,0,0.520001,P08,B,B3
P08B_T06,S447,H0036,ego,3,1,5,5,,,P08B,6,completed,H0036,H0035,1,C4,C,1,C,human,0,0.33976,,0.03141361257,0.33976,P08,B,B3
P08B_T06,S447,H0035,cp,4,0,6,5,4,7,P08B,6,completed,H0036,H0035,1,C4,C,1,C,human,0,0.33976,,0.03141361257,0.33976,P08,B,B3
P08B_T07,S751,H0036,ego,5,0,5,4,,,P08B,7,completed,H0036,H0035,1,A2,C,1,C,human,0,0.332559,,0.02617801047,0.332559,P08,B,B3
P08B_T07,S751,H0035,cp,4,2,5,4,4,6,P08B,7,completed,H0036,H0035,1,A2,C,1,C,human,0,0.332559,,0.02617801047,0.332559,P08,B,B3
P08B_T08,S281,H0036,ego,4,0,5,4,,,P08B,8,completed,H0036,H0035,1,B3,W,0,none,human,0,,0.520001,0,0.520001,P08,B,B3
P08B_T08,S281,H0035,cp,4,0,6,6,2,5,P08B,8,completed,H0036,H0035,1,B3,W,0,none,human,0,,0.520001,0,0.520001,P08,B,B3
P08B_T09,S506,H0036,ego,2,1,4,5,,,P08B,9,completed,H0036,H0035,1,A7,A,1,A,av,0,0.247637,,0.03141361257,0.247637,P08,B,B3
P08B_T09,S506,H0035,cp,2,0,4,4,5,6,P08B,9,completed,H0036,H0035,1,A7,A,1,A,av,0,0.247637,,0.03141361257,0.247637,P08,B,B3
P08B_T10,S848,H0036,ego,4,-1,4,5,,,P08B,10,completed,H0036,H0035,1,A1,C,1,C,human,0,0.303291,,0.03664921466,0.303291,P08,B,B3
P08B_T10,S848,H0035,cp,5,1,4,6,4,5,P08B,10,completed,H0036,H0035,1,A1,C,1,C,human,0,0.303291,,0.03664921466,0.303291,P08,B,B3
P08B_T11,S975,H0036,ego,4,0,5,5,,,P08B,11,completed,H0036,H0035,1,C1,W,0,none,human,0,,0.520001,0,0.520001,P08,B,B3
P08B_T11,S975,H0035,cp,2,1,5,4,3,5,P08B,11,completed,H0036,H0035,1,C1,W,0,none,human,0,,0.520001,0,0.520001,P08,B,B3
P08B_T12,S494,H0036,ego,2,-1,4,5,,,P08B,12,completed,H0036,H0035,1,C4,C,1,C,av,0,0.202911,,0.04188481675,0.202911,P08,B,B3
P08B_T12,S494,H0035,cp,2,-1,3,5,4,5,P08B,12,completed,H0036,H0035,1,C4,C,1,C,av,0,0.202911,,0.04188481675,0.202911,P08,B,B3
P08B_T13,S775,H0036,ego,2,3,4,5,,,P08B,13,completed,H0036,H0035,1,A7,A,1,A,human,0,0.246399,,0.03141361257,0.246399,P08,B,B3
P08B_T13,S775,H0035,cp,3,1,4,4,5,6,P08B,13,completed,H0036,H0035,1,A7,A,1,A,human,0,0.246399,,0.03141361257,0.246399,P08,B,B3
P08B_T14,S844,H0036,ego,4,0,6,6,,,P08B,14,completed,H0036,H0035,1,B4,W,0,none,av,0,,0.520001,0,0.520001,P08,B,B3
P08B_T14,S844,H0035,cp,3,2,5,6,2,6,P08B,14,completed,H0036,H0035,1,B4,W,0,none,av,0,,0.520001,0,0.520001,P08,B,B3
P08B_T15,S316,H0036,ego,3,-3,3,5,,,P08B,15,completed,H0036,H0035,1,B1,A,1,A,human,0,0.23575,,0.03141361257,0.23575,P08,B,B3
P08B_T15,S316,H0035,cp,2,-2,4,4,4,5,P08B,15,completed,H0036,H0035,1,B1,A,1,A,human,0,0.23575,,0.03141361257,0.23575,P08,B,B3
P08B_T16,S803,H0036,ego,3,1,5,5,,,P08B,16,completed,H0036,H0035,1,A2,C,1,C,av,0,0.30581,,0.02617801047,0.30581,P08,B,B3
P08B_T16,S803,H0035,cp,3,0,4,5,2,5,P08B,16,completed,H0036,H0035,1,A2,C,1,C,av,0,0.30581,,0.02617801047,0.30581,P08,B,B3
P08B_T17,S830,H0036,ego,3,-2,4,6,,,P08B,17,completed,H0036,H0035,1,B3,W,0,none,av,0,,0.520001,0,0.520001,P08,B,B3
P08B_T17,S830,H0035,cp,2,0,6,6,2,5,P08B,17,completed,H0036,H0035,1,B3,W,0,none,av,0,,0.520001,0,0.520001,P08,B,B3
P09A_T03,S828,H0037,ego,3,0,4,5,,,P09A,3,completed,H0037,H0038,1,A5,A,1,A,av,0,0.290967,,0.03141361257,0.290967,P09,A,B2
P09A_T03,S828,H0038,cp,5,-1,5,4,4,6,P09A,3,completed,H0037,H0038,1,A5,A,1,A,av,0,0.290967,,0.03141361257,0.290967,P09,A,B2
P09A_T04,S221,H0037,ego,4,1,6,5,,,P09A,4,completed,H0037,H0038,1,C1,C,1,C,av,0,0.263301,,0.03664921466,0.263301,P09,A,B2
P09A_T04,S221,H0038,cp,2,3,4,5,3,5,P09A,4,completed,H0037,H0038,1,C1,C,1,C,av,0,0.263301,,0.03664921466,0.263301,P09,A,B2
P09A_T05,S486,H0037,ego,2,0,4,6,,,P09A,5,completed,H0037,H0038,1,A6,W,0,none,human,0,,0.520001,0,0.520001,P09,A,B2
P09A_T05,S486,H0038,cp,2,-1,4,6,3,5,P09A,5,completed,H0037,H0038,1,A6,W,0,none,human,0,,0.520001,0,0.520001,P09,A,B2
P09A_T06,S564,H0037,ego,4,-1,4,4,,,P09A,6,completed,H0037,H0038,1,A5,A,1,A,human,0,0.289512,,0.03141361257,0.289512,P09,A,B2
P09A_T06,S564,H0038,cp,4,1,3,4,6,6,P09A,6,completed,H0037,H0038,1,A5,A,1,A,human,0,0.289512,,0.03141361257,0.289512,P09,A,B2
P09A_T07,S768,H0037,ego,4,0,4,5,,,P09A,7,completed,H0037,H0038,1,C3,C,1,C,av,0,0.209844,,0.03664921466,0.209844,P09,A,B2
P09A_T07,S768,H0038,cp,4,2,4,5,4,5,P09A,7,completed,H0037,H0038,1,C3,C,1,C,av,0,0.209844,,0.03664921466,0.209844,P09,A,B2
P09A_T08,S348,H0037,ego,3,-1,5,5,,,P09A,8,completed,H0037,H0038,1,A6,W,0,none,av,1,,0.520001,0,0.520001,P09,A,B2
P09A_T08,S348,H0038,cp,1,1,5,5,3,5,P09A,8,completed,H0037,H0038,1,A6,W,0,none,av,1,,0.520001,0,0.520001,P09,A,B2
P09A_T09,S265,H0037,ego,3,0,5,5,,,P09A,9,completed,H0037,H0038,1,C1,C,1,C,human,0,0.227694,,0.02617801047,0.227694,P09,A,B2
P09A_T09,S265,H0038,cp,2,2,5,6,3,6,P09A,9,completed,H0037,H0038,1,C1,C,1,C,human,0,0.227694,,0.02617801047,0.227694,P09,A,B2
P09A_T10,S489,H0037,ego,3,-2,5,5,,,P09A,10,completed,H0037,H0038,1,A6,A,1,A,human,0,0.278537,,0.03141361257,0.278537,P09,A,B2
P09A_T10,S489,H0038,cp,1,-1,5,4,5,6,P09A,10,completed,H0037,H0038,1,A6,A,1,A,human,0,0.278537,,0.03141361257,0.278537,P09,A,B2
P09A_T11,S230,H0037,ego,1,1,4,6,,,P09A,11,completed,H0037,H0038,1,A5,W,0,none,av,0,,0.520001,0,0.520001,P09,A,B2
P09A_T11,S230,H0038,cp,1,0,5,5,2,6,P09A,11,completed,H0037,H0038,1,A5,W,0,none,av,0,,0.520001,0,0.520001,P09,A,B2
P09A_T12,S511,H0037,ego,4,-2,4,5,,,P09A,12,completed,H0037,H0038,1,A6,A,1,A,av,0,0.279937,,0.03141361257,0.279937,P09,A,B2
P09A_T12,S511,H0038,cp,1,-1,6,4,4,5,P09A,12,completed,H0037,H0038,1,A6,A,1,A,av,0,0.279937,,0.03141361257,0.279937,P09,A,B2
P09A_T13,S413,H0037,ego,2,2,6,5,,,P09A,13,completed,H0037,H0038,1,C2,C,1,C,human,0,0.300274,,0.03141361257,0.300274,P09,A,B2
P09A_T13,S413,H0038,cp,2,-1,5,6,4,5,P09A,13,completed,H0037,H0038,1,C2,C,1,C,human,0,0.300274,,0.03141361257,0.300274,P09,A,B2
P09A_T14,S378,H0037,ego,2,-2,6,5,,,P09A,14,completed,H0037,H0038,1,A7,W,0,none,av,0,,0.520001,0,0.520001,P09,A,B2
P09A_T14,S378,H0038,cp,3,1,6,5,1,6,P09A,14,completed,H0037,H0038,1,A7,W,0,none,av,0,,0.520001,0,0.520001,P09,A,B2
P09A_T15,S389,H0037,ego,2,0,4,5,,,P09A,15,completed,H0037,H0038,1,C3,C,1,C,human,0,0.327164,,0.04188481675,0.327164,P09,A,B2
