trial_id,segment_id,subject_id,seat,q1_rev,q2_yield_bipolar,q3,q4,q5_cost_cp,q5b,session_id,order_index,status,subject_ego_id,subject_cp_id,included_in_reference_analysis,scenario_id,class,flagged,side,arm,alt27,exceed_peak_rad,inside_margin_min_rad,flag_frac,boundary_margin_rad,pair_id,session_order,block_id
P12A_T07,S172,H0043,ego,3,1,4,4,,,P12A,7,completed,H0043,H0044,1,B4,A,1,A,human,0,0.219621,,0.03664921466,0.219621,P12,A,B5
P12A_T07,S172,H0044,cp,3,1,3,5,4,6,P12A,7,completed,H0043,H0044,1,B4,A,1,A,human,0,0.219621,,0.03664921466,0.219621,P12,A,B5
P12A_T08,S912,H0043,ego,5,-1,5,5,,,P12A,8,completed,H0043,H0044,1,A6,W,0,none,av,0,,0.520001,0,0.520001,P12,A,B5
P12A_T08,S912,H0044,cp,3,1,4,5,4,5,P12A,8,completed,H0043,H0044,1,A6,W,0,none,av,0,,0.520001,0,0.520001,P12,A,B5
P12A_T09,S339,H0043,ego,3,0,4,6,,,P12A,9,completed,H0043,H0044,1,A7,C,1,C,human,0,0.231365,,0.02617801047,0.231365,P12,A,B5
P12A_T09,S339,H0044,cp,2,1,4,5,5,5,P12A,9,completed,H0043,H0044,1,A7,C,1,C,human,0,0.231365,,0.02617801047,0.231365,P12,A,B5
P12A_T10,S852,H0043,ego,4,1,4,6,,,P12A,10,completed,H0043,H0044,1,A6,C,1,C,av,0,0.18841,,0.02617801047,0.18841,P12,A,B5
P12A_T10,S852,H0044,cp,3,0,5,5,5,7,P12A,10,completed,H0043,H0044,1,A6,C,1,C,av,0,0.18841,,0.02617801047,0.18841,P12,A,B5
P12A_T11,S414,H0043,ego,3,-1,5,5,,,P12A,11,completed,H0043,H0044,1,A5,W,0,none,human,0,,0.520001,0,0.520001,P12,A,B5
P12A_T11,S414,H0044,cp,3,-3,5,5,2,5,P12A,11,completed,H0043,H0044,1,A5,W,0,none,human,0,,0.520001,0,0.520001,P12,A,B5
P12A_T12,S824,H0043,ego,3,1,4,4,,,P12A,12,completed,H0043,H0044,1,B1,C,1,C,av,0,0.335833,,0.03664921466,0.335833,P12,A,B5
P12A_T12,S824,H0044,cp,1,2,5,5,3,5,P12A,12,completed,H0043,H0044,1,B1,C,1,C,av,0,0.335833,,0.03664921466,0.335833,P12,A,B5
P12A_T13,S939,H0043,ego,3,1,6,5,,,P12A,13,completed,H0043,H0044,1,C1,A,1,A,av,1,0.190884,,0.03664921466,0.190884,P12,A,B5
P12A_T13,S939,H0044,cp,3,-1,5,4,4,5,P12A,13,completed,H0043,H0044,1,C1,A,1,A,av,1,0.190884,,0.03664921466,0.190884,P12,A,B5
P12A_T14,S429,H0043,ego,2,-1,6,5,,,P12A,14,completed,H0043,H0044,1,A7,W,0,none,human,0,,0.520001,0,0.520001,P12,A,B5
P12A_T14,S429,H0044,cp,2,2,6,5,3,6,P12A,14,completed,H0043,H0044,1,A7,W,0,none,human,0,,0.520001,0,0.520001,P12,A,B5
P12A_T16,S673,H0043,ego,4,0,4,5,,,P12A,16,completed,H0043,H0044,1,A6,C,1,C,human,0,0.274817,,0.04188481675,0.274817,P12,A,B5
P12A_T16,S673,H0044,cp,4,-1,5,6,5,5,P12A,16,completed,H0043,H0044,1,A6,C,1,C,human,0,0.274817,,0.04188481675,0.274817,P12,A,B5
P12A_T17,S123,H0043,ego,3,0,5,5,,,P12A,17,completed,H0043,H0044,1,A5,W,0,none,av,0,,0.520001,0,0.520001,P12,A,B5
P12A_T17,S123,H0044,cp,2,1,5,5,3,5,P12A,17,completed,H0043,H0044,1,A5,W,0,none,av,0,,0.520001,0,0.520001,P12,A,B5
P12B_T03,S730,H0044,ego,4,-1,5,6,,,P12B,3,completed,H0044,H0043,1,B4,C,1,C,human,0,0.202729,,0.02617801047,0.202729,P12,B,B1
P12B_T03,S730,H0043,cp,5,-2,5,4,3,6,P12B,3,completed,H0044,H0043,1,B4,C,1,C,human,0,0.202729,,0.02617801047,0.202729,P12,B,B1
P12B_T04,S310,H0044,ego,1,-1,5,6,,,P12B,4,completed,H0044,H0043,1,B2,C,1,C,av,0,0.314468,,0.03664921466,0.314468,P12,B,B1
P12B_T04,S310,H0043,cp,3,2,5,5,3,5,P12B,4,completed,H0044,H0043,1,B2,C,1,C,av,0,0.314468,,0.03664921466,0.314468,P12,B,B1
P12B_T05,S999,H0044,ego,3,-2,5,5,,,P12B,5,completed,H0044,H0043,1,A2,W,0,none,av,0,,0.520001,0,0.520001,P12,B,B1
P12B_T05,S999,H0043,cp,4,1,5,5,2,5,P12B,5,completed,H0044,H0043,1,A2,W,0,none,av,0,,0.520001,0,0.520001,P12,B,B1
P12B_T06,S953,H0044,ego,3,-1,4,5,,,P12B,6,completed,H0044,H0043,1,A4,A,1,A,human,0,0.227213,,0.04188481675,0.227213,P12,B,B1
P12B_T06,S953,H0043,cp,2,2,5,4,5,5,P12B,6,completed,H0044,H0043,1,A4,A,1,A,human,0,0.227213,,0.04188481675,0.227213,P12,B,B1
P12B_T07,S324,H0044,ego,2,0,6,4,,,P12B,7,completed,H0044,H0043,1,B4,C,1,C,av,0,0.164735,,0.03141361257,0.164735,P12,B,B1
P12B_T07,S324,H0043,cp,4,0,5,5,3,6,P12B,7,completed,H0044,H0043,1,B4,C,1,C,av,0,0.164735,,0.03141361257,0.164735,P12,B,B1
P12B_T08,S554,H0044,ego,3,0,6,5,,,P12B,8,completed,H0044,H0043,1,A1,W,0,none,human,0,,0.520001,0,0.520001,P12,B,B1
P12B_T08,S554,H0043,cp,3,-2,6,5,3,5,P12B,8,completed,H0044,H0043,1,A1,W,0,none,human,0,,0.520001,0,0.520001,P12,B,B1
P12B_T09,S903,H0044,ego,3,-1,4,5,,,P12B,9,completed,H0044,H0043,1,A4,A,1,A,av,0,0.228355,,0.04188481675,0.228355,P12,B,B1
P12B_T09,S903,H0043,cp,3,2,4,3,3,5,P12B,9,completed,H0044,H0043,1,A4,A,1,A,av,0,0.228355,,0.04188481675,0.228355,P12,B,B1
P12B_T10,S681,H0044,ego,2,1,4,5,,,P12B,10,completed,H0044,H0043,1,A3,A,1,A,av,0,0.209658,,0.03664921466,0.209658,P12,B,B1
P12B_T10,S681,H0043,cp,4,0,3,5,5,6,P12B,10,completed,H0044,H0043,1,A3,A,1,A,av,0,0.209658,,0.03664921466,0.209658,P12,B,B1
P12B_T11,S643,H0044,ego,2,-1,5,5,,,P12B,11,completed,H0044,H0043,1,C4,W,0,none,human,0,,0.520001,0,0.520001,P12,B,B1
P12B_T11,S643,H0043,cp,1,-1,5,5,3,6,P12B,11,completed,H0044,H0043,1,C4,W,0,none,human,0,,0.520001,0,0.520001,P12,B,B1
P12B_T12,S845,H0044,ego,2,1,3,6,,,P12B,12,completed,H0044,H0043,1,B2,C,1,C,human,0,0.19156,,0.04188481675,0.19156,P12,B,B1
P12B_T12,S845,H0043,cp,3,2,4,4,3,6,P12B,12,completed,H0044,H0043,1,B2,C,1,C,human,0,0.19156,,0.04188481675,0.19156,P12,B,B1
P12B_T13,S520,H0044,ego,3,0,5,4,,,P12B,13,completed,H0044,H0043,1,B3,C,1,C,av,0,0.193655,,0.02617801047,0.193655,P12,B,B1
P12B_T13,S520,H0043,cp,3,0,4,4,3,5,P12B,13,completed,H0044,H0043,1,B3,C,1,C,av,0,0.193655,,0.02617801047,0.193655,P12,B,B1
P12B_T14,S326,H0044,ego,2,0,6,6,,,P12B,14,completed,H0044,H0043,1,C4,W,0,none,av,0,,0.520001,0,0.520001,P12,B,B1
P12B_T14,S326,H0043,cp,2,1,4,5,1,5,P12B,14,completed,H0044,H0043,1,C4,W,0,none,av,0,,0.520001,0,0.520001,P12,B,B1
P12B_T15,S836,H0044,ego,2,-1,4,5,,,P12B,15,completed,H0044,H0043,1,A3,A,1,A,human,0,0.20861,,0.03664921466,0.20861,P12,B,B1
P12B_T15,S836,H0043,cp,2,-1,4,4,5,6,P12B,15,completed,H0044,H0043,1,A3,A,1,A,human,0,0.20861,,0.03664921466,0.20861,P12,B,B1
P12B_T16,S398,H0044,ego,3,1,5,5,,,P12B,16,completed,H0044,H0043,1,B3,C,1,C,human,0,0.308015,,0.02617801047,0.308015,P12,B,B1
P12B_T16,S398,H0043,cp,3,-1,4,6,4,5,P12B,16,completed,H0044,H0043,1,B3,C,1,C,human,0,0.308015,,0.02617801047,0.308015,P12,B,B1
P12B_T17,S796,H0044,ego,3,-1,6,5,,,P12B,17,completed,H0044,H0043,1,A1,W,0,none,av,0,,0.520001,0,0.520001,P12,B,B1
P12B_T17,S796,H0043,cp,3,-2,5,6,3,6,P12B,17,completed,H0044,H0043,1,A1,W,0,none,av,0,,0.520001,0,0.520001,P12,B,B1
P13A_T03,S609,H0045,ego,2,1,4,5,,,P13A,3,completed,H0045,H0046,1,A1,A,1,A,av,1,0.299573,,0.03664921466,0.299573,P13,A,B0
P13A_T03,S609,H0046,cp,4,0,4,5,4,5,P13A,3,completed,H0045,H0046,1,A1,A,1,A,av,1,0.299573,,0.03664921466,0.299573,P13,A,B0
P13A_T04,S966,H0045,ego,5,0,4,4,,,P13A,4,completed,H0045,H0046,1,A2,A,1,A,human,0,0.297608,,0.03141361257,0.297608,P13,A,B0
P13A_T04,S966,H0046,cp,4,0,5,4,2,5,P13A,4,completed,H0045,H0046,1,A2,A,1,A,human,0,0.297608,,0.03141361257,0.297608,P13,A,B0
P13A_T05,S984,H0045,ego,1,2,6,5,,,P13A,5,completed,H0045,H0046,1,C1,W,0,none,av,0,,0.520001,0,0.520001,P13,A,B0
P13A_T05,S984,H0046,cp,2,0,5,6,1,6,P13A,5,completed,H0045,H0046,1,C1,W,0,none,av,0,,0.520001,0,0.520001,P13,A,B0
P13A_T06,S699,H0045,ego,3,0,4,5,,,P13A,6,completed,H0045,H0046,1,A7,C,1,C,av,0,0.240817,,0.03664921466,0.240817,P13,A,B0
P13A_T06,S699,H0046,cp,4,1,4,5,4,6,P13A,6,completed,H0045,H0046,1,A7,C,1,C,av,0,0.240817,,0.03664921466,0.240817,P13,A,B0
P13A_T07,S222,H0045,ego,2,-3,5,5,,,P13A,7,completed,H0045,H0046,1,A6,C,1,C,human,0,0.188374,,0.02617801047,0.188374,P13,A,B0
P13A_T07,S222,H0046,cp,1,-1,5,5,3,5,P13A,7,completed,H0045,H0046,1,A6,C,1,C,human,0,0.188374,,0.02617801047,0.188374,P13,A,B0
P13A_T08,S874,H0045,ego,3,0,5,5,,,P13A,8,completed,H0045,H0046,1,B4,W,0,none,av,0,,0.520001,0,0.520001,P13,A,B0
P13A_T08,S874,H0046,cp,1,-1,6,5,2,5,P13A,8,completed,H0045,H0046,1,B4,W,0,none,av,0,,0.520001,0,0.520001,P13,A,B0
P13A_T09,S190,H0045,ego,4,1,4,4,,,P13A,9,completed,H0045,H0046,1,B1,C,1,C,av,0,0.196063,,0.02617801047,0.196063,P13,A,B0
P13A_T09,S190,H0046,cp,4,-1,5,5,4,7,P13A,9,completed,H0045,H0046,1,B1,C,1,C,av,0,0.196063,,0.02617801047,0.196063,P13,A,B0
P13A_T10,S229,H0045,ego,4,-2,4,5,,,P13A,10,completed,H0045,H0046,1,A2,A,1,A,av,0,0.299103,,0.03141361257,0.299103,P13,A,B0
P13A_T10,S229,H0046,cp,6,-1,4,4,4,5,P13A,10,completed,H0045,H0046,1,A2,A,1,A,av,0,0.299103,,0.03141361257,0.299103,P13,A,B0
P13A_T11,S240,H0045,ego,2,-1,5,6,,,P13A,11,completed,H0045,H0046,1,B3,W,0,none,av,1,,0.520001,0,0.520001,P13,A,B0
P13A_T11,S240,H0046,cp,2,-2,6,6,3,5,P13A,11,completed,H0045,H0046,1,B3,W,0,none,av,1,,0.520001,0,0.520001,P13,A,B0
P13A_T12,S206,H0045,ego,4,0,3,6,,,P13A,12,completed,H0045,H0046,1,A7,C,1,C,human,0,0.22674,,0.04188481675,0.22674,P13,A,B0
P13A_T12,S206,H0046,cp,6,-2,5,6,4,6,P13A,12,completed,H0045,H0046,1,A7,C,1,C,human,0,0.22674,,0.04188481675,0.22674,P13,A,B0
P13A_T13,S367,H0045,ego,4,1,5,4,,,P13A,13,completed,H0045,H0046,1,A1,A,1,A,human,0,0.298075,,0.03664921466,0.298075,P13,A,B0
P13A_T13,S367,H0046,cp,3,-1,3,5,4,6,P13A,13,completed,H0045,H0046,1,A1,A,1,A,human,0,0.298075,,0.03664921466,0.298075,P13,A,B0
P13A_T14,S578,H0045,ego,4,-2,5,6,,,P13A,14,completed,H0045,H0046,1,B4,W,0,none,human,0,,0.520001,0,0.520001,P13,A,B0
P13A_T14,S578,H0046,cp,3,-1,5,6,2,5,P13A,14,completed,H0045,H0046,1,B4,W,0,none,human,0,,0.520001,0,0.520001,P13,A,B0
P13A_T15,S136,H0045,ego,2,0,5,4,,,P13A,15,completed,H0045,H0046,1,B1,C,1,C,human,0,0.161874,,0.04188481675,0.161874,P13,A,B0
P13A_T15,S136,H0046,cp,2,2,5,6,3,5,P13A,15,completed,H0045,H0046,1,B1,C,1,C,human,0,0.161874,,0.04188481675,0.161874,P13,A,B0
P13A_T16,S551,H0045,ego,3,2,4,5,,,P13A,16,completed,H0045,H0046,1,A6,C,1,C,av,1,0.245331,,0.03141361257,0.245331,P13,A,B0
P13A_T16,S551,H0046,cp,3,2,5,5,2,6,P13A,16,completed,H0045,H0046,1,A6,C,1,C,av,1,0.245331,,0.03141361257,0.245331,P13,A,B0
P13A_T17,S226,H0045,ego,3,2,5,5,,,P13A,17,completed,H0045,H0046,1,B3,W,0,none,human,0,,0.520001,0,0.520001,P13,A,B0
P13A_T17,S226,H0046,cp,2,-1,6,5,1,6,P13A,17,completed,H0045,H0046,1,B3,W,0,none,human,0,,0.520001,0,0.520001,P13,A,B0
P13B_T03,S564,H0046,ego,5,-1,4,5,,,P13B,3,completed,H0046,H0045,1,A5,A,1,A,human,0,0.289512,,0.03141361257,0.289512,P13,B,B2
P13B_T03,S564,H0045,cp,5,-1,4,4,4,5,P13B,3,completed,H0046,H0045,1,A5,A,1,A,human,0,0.289512,,0.03141361257,0.289512,P13,B,B2
P13B_T04,S413,H0046,ego,2,0,4,5,,,P13B,4,completed,H0046,H0045,1,C2,C,1,C,human,0,0.300274,,0.03141361257,0.300274,P13,B,B2
P13B_T04,S413,H0045,cp,3,2,4,5,4,5,P13B,4,completed,H0046,H0045,1,C2,C,1,C,human,0,0.300274,,0.03141361257,0.300274,P13,B,B2
P13B_T05,S230,H0046,ego,1,0,6,5,,,P13B,5,completed,H0046,H0045,1,A5,W,0,none,av,0,,0.520001,0,0.520001,P13,B,B2
P13B_T05,S230,H0045,cp,1,-1,3,6,2,6,P13B,5,completed,H0046,H0045,1,A5,W,0,none,av,0,,0.520001,0,0.520001,P13,B,B2
P13B_T06,S768,H0046,ego,5,2,6,5,,,P13B,6,completed,H0046,H0045,1,C3,C,1,C,av,0,0.209844,,0.03664921466,0.209844,P13,B,B2
P13B_T06,S768,H0045,cp,4,1,5,5,3,6,P13B,6,completed,H0046,H0045,1,C3,C,1,C,av,0,0.209844,,0.03664921466,0.209844,P13,B,B2
P13B_T07,S221,H0046,ego,4,1,4,5,,,P13B,7,completed,H0046,H0045,1,C1,C,1,C,av,0,0.263301,,0.03664921466,0.263301,P13,B,B2
P13B_T07,S221,H0045,cp,4,1,5,5,4,6,P13B,7,completed,H0046,H0045,1,C1,C,1,C,av,0,0.263301,,0.03664921466,0.263301,P13,B,B2
P13B_T08,S348,H0046,ego,3,0,4,6,,,P13B,8,completed,H0046,H0045,1,A6,W,0,none,av,1,,0.520001,0,0.520001,P13,B,B2
P13B_T08,S348,H0045,cp,3,-1,5,5,2,6,P13B,8,completed,H0046,H0045,1,A6,W,0,none,av,1,,0.520001,0,0.520001,P13,B,B2
P13B_T09,S389,H0046,ego,4,-1,4,6,,,P13B,9,completed,H0046,H0045,1,C3,C,1,C,human,0,0.327164,,0.04188481675,0.327164,P13,B,B2
P13B_T09,S389,H0045,cp,4,-1,6,4,3,5,P13B,9,completed,H0046,H0045,1,C3,C,1,C,human,0,0.327164,,0.04188481675,0.327164,P13,B,B2
P13B_T10,S511,H0046,ego,4,-2,4,5,,,P13B,10,completed,H0046,H0045,1,A6,A,1,A,av,0,0.279937,,0.03141361257,0.279937,P13,B,B2
P13B_T10,S511,H0045,cp,4,1,4,4,5,6,P13B,10,completed,H0046,H0045,1,A6,A,1,A,av,0,0.279937,,0.03141361257,0.279937,P13,B,B2
P13B_T11,S378,H0046,ego,4,1,4,6,,,P13B,11,completed,H0046,H0045,1,A7,W,0,none,av,0,,0.520001,0,0.520001,P13,B,B2
P13B_T11,S378,H0045,cp,2,3,5,5,2,6,P13B,11,completed,H0046,H0045,1,A7,W,0,none,av,0,,0.520001,0,0.520001,P13,B,B2
P13B_T12,S338,H0046,ego,3,0,5,4,,,P13B,12,completed,H0046,H0045,1,C2,C,1,C,av,0,0.29345,,0.03664921466,0.29345,P13,B,B2
P13B_T12,S338,H0045,cp,3,0,4,5,3,6,P13B,12,completed,H0046,H0045,1,C2,C,1,C,av,0,0.29345,,0.03664921466,0.29345,P13,B,B2
P13B_T13,S265,H0046,ego,3,0,5,5,,,P13B,13,completed,H0046,H0045,1,C1,C,1,C,human,0,0.227694,,0.02617801047,0.227694,P13,B,B2
P13B_T13,S265,H0045,cp,3,1,3,5,2,5,P13B,13,completed,H0046,H0045,1,C1,C,1,C,human,0,0.227694,,0.02617801047,0.227694,P13,B,B2
P13B_T14,S486,H0046,ego,3,-1,5,5,,,P13B,14,completed,H0046,H0045,1,A6,W,0,none,human,0,,0.520001,0,0.520001,P13,B,B2
P13B_T14,S486,H0045,cp,3,-1,5,5,3,6,P13B,14,completed,H0046,H0045,1,A6,W,0,none,human,0,,0.520001,0,0.520001,P13,B,B2
P13B_T15,S828,H0046,ego,4,-2,4,3,,,P13B,15,completed,H0046,H0045,1,A5,A,1,A,av,0,0.290967,,0.03141361257,0.290967,P13,B,B2
P13B_T15,S828,H0045,cp,6,1,6,5,3,5,P13B,15,completed,H0046,H0045,1,A5,A,1,A,av,0,0.290967,,0.03141361257,0.290967,P13,B,B2
P13B_T16,S489,H0046,ego,4,-1,5,5,,,P13B,16,completed,H0046,H0045,1,A6,A,1,A,human,0,0.278537,,0.03141361257,0.278537,P13,B,B2
P13B_T16,S489,H0045,cp,4,-1,6,5,5,6,P13B,16,completed,H0046,H0045,1,A6,A,1,A,human,0,0.278537,,0.03141361257,0.278537,P13,B,B2
P13B_T17,S291,H0046,ego,2,1,4,5,,,P13B,17,completed,H0046,H0045,1,A5,W,0,none,human,0,,0.520001,0,0.520001,P13,B,B2
P13B_T17,S291,H0045,cp,1,2,5,5,1,6,P13B,17,completed,H0046,H0045,1,A5,W,0,none,human,0,,0.520001,0,0.520001,P13,B,B2
P14A_T03,S730,H0047,ego,5,0,6,5,,,P14A,3,completed,H0047,H0048,1,B4,C,1,C,human,0,0.202729,,0.02617801047,0.202729,P14,A,B1
P14A_T03,S730,H0048,cp,5,1,5,5,3,5,P14A,3,completed,H0047,H0048,1,B4,C,1,C,human,0,0.202729,,0.02617801047,0.202729,P14,A,B1
P14A_T04,S953,H0047,ego,4,1,3,4,,,P14A,4,completed,H0047,H0048,1,A4,A,1,A,human,0,0.227213,,0.04188481675,0.227213,P14,A,B1
P14A_T04,S953,H0048,cp,3,1,3,5,5,5,P14A,4,completed,H0047,H0048,1,A4,A,1,A,human,0,0.227213,,0.04188481675,0.227213,P14,A,B1
P14A_T05,S554,H0047,ego,5,-2,4,6,,,P14A,5,completed,H0047,H0048,1,A1,W,0,none,human,0,,0.520001,0,0.520001,P14,A,B1
P14A_T05,S554,H0048,cp,5,0,4,6,4,5,P14A,5,completed,H0047,H0048,1,A1,W,0,none,human,0,,0.520001,0,0.520001,P14,A,B1
P14A_T06,S398,H0047,ego,6,0,4,5,,,P14A,6,completed,H0047,H0048,1,B3,C,1,C,human,0,0.308015,,0.02617801047,0.308015,P14,A,B1
P14A_T06,S398,H0048,cp,5,-1,4,6,2,6,P14A,6,completed,H0047,H0048,1,B3,C,1,C,human,0,0.308015,,0.02617801047,0.308015,P14,A,B1
P14A_T07,S903,H0047,ego,3,0,5,5,,,P14A,7,completed,H0047,H0048,1,A4,A,1,A,av,0,0.228355,,0.04188481675,0.228355,P14,A,B1
P14A_T07,S903,H0048,cp,3,1,4,4,3,5,P14A,7,completed,H0047,H0048,1,A4,A,1,A,av,0,0.228355,,0.04188481675,0.228355,P14,A,B1
P14A_T08,S326,H0047,ego,1,1,6,5,,,P14A,8,completed,H0047,H0048,1,C4,W,0,none,av,0,,0.520001,0,0.520001,P14,A,B1
P14A_T08,S326,H0048,cp,1,0,5,4,3,5,P14A,8,completed,H0047,H0048,1,C4,W,0,none,av,0,,0.520001,0,0.520001,P14,A,B1
P14A_T09,S681,H0047,ego,3,-1,5,5,,,P14A,9,completed,H0047,H0048,1,A3,A,1,A,av,0,0.209658,,0.03664921466,0.209658,P14,A,B1
P14A_T09,S681,H0048,cp,2,-1,4,4,3,5,P14A,9,completed,H0047,H0048,1,A3,A,1,A,av,0,0.209658,,0.03664921466,0.209658,P14,A,B1
P14A_T10,S324,H0047,ego,4,2,4,5,,,P14A,10,completed,H0047,H0048,1,B4,C,1,C,av,0,0.164735,,0.03141361257,0.164735,P14,A,B1
P14A_T10,S324,H0048,cp,3,0,6,5,4,5,P14A,10,completed,H0047,H0048,1,B4,C,1,C,av,0,0.164735,,0.03141361257,0.164735,P14,A,B1
P14A_T11,S796,H0047,ego,3,1,5,5,,,P14A,11,completed,H0047,H0048,1,A1,W,0,none,av,0,,0.520001,0,0.520001,P14,A,B1
P14A_T11,S796,H0048,cp,4,1,5,5,3,5,P14A,11,completed,H0047,H0048,1,A1,W,0,none,av,0,,0.520001,0,0.520001,P14,A,B1
P14A_T12,S845,H0047,ego,3,3,5,4,,,P14A,12,completed,H0047,H0048,1,B2,C,1,C,human,0,0.19156,,0.04188481675,0.19156,P14,A,B1
P14A_T12,S845,H0048,cp,3,1,5,4,3,6,P14A,12,completed,H0047,H0048,1,B2,C,1,C,human,0,0.19156,,0.04188481675,0.19156,P14,A,B1
P14A_T13,S836,H0047,ego,2,1,5,4,,,P14A,13,completed,H0047,H0048,1,A3,A,1,A,human,0,0.20861,,0.03664921466,0.20861,P14,A,B1
P14A_T13,S836,H0048,cp,4,-1,5,4,4,5,P14A,13,completed,H0047,H0048,1,A3,A,1,A,human,0,0.20861,,0.03664921466,0.20861,P14,A,B1
P14A_T14,S999,H0047,ego,4,0,4,5,,,P14A,14,completed,H0047,H0048,1,A2,W,0,none,av,0,,0.520001,0,0.520001,P14,A,B1
P14A_T14,S999,H0048,cp,3,-1,5,5,3,6,P14A,14,completed,H0047,H0048,1,A2,W,0,none,av,0,,0.520001,0,0.520001,P14,A,B1
P14A_T15,S310,H0047,ego,2,0,6,6,,,P14A,15,completed,H0047,H0048,1,B2,C,1,C,av,0,0.314468,,0.03664921466,0.314468,P14,A,B1
P14A_T15,S310,H0048,cp,3,-1,6,5,3,6,P14A,15,completed,H0047,H0048,1,B2,C,1,C,av,0,0.314468,,0.03664921466,0.314468,P14,A,B1
P14A_T16,S520,H0047,ego,3,1,6,4,,,P14A,16,completed,H0047,H0048,1,B3,C,1,C,av,0,0.193655,,0.02617801047,0.193655,P14,A,B1
P14A_T16,S520,H0048,cp,3,0,3,5,4,6,P14A,16,completed,H0047,H0048,1,B3,C,1,C,av,0,0.193655,,0.02617801047,0.193655,P14,A,B1
P14A_T17,S643,H0047,ego,3,1,5,6,,,P14A,17,completed,H0047,H0048,1,C4,W,0,none,human,0,,0.520001,0,0.520001,P14,A,B1
P14A_T17,S643,H0048,cp,2,0,5,5,2,5,P14A,17,completed,H0047,H0048,1,C4,W,0,none,human,0,,0.520001,0,0.520001,P14,A,B1
P14B_T03,S803,H0048,ego,3,2,5,6,,,P14B,3,completed,H0048,H0047,1,A2,C,1,C,av,0,0.30581,,0.02617801047,0.30581,P14,B,B3
P14B_T03,S803,H0047,cp,3,2,4,6,3,6,P14B,3,completed,H0048,H0047,1,A2,C,1,C,av,0,0.30581,,0.02617801047,0.30581,P14,B,B3
P14B_T04,S506,H0048,ego,2,2,5,5,,,P14B,4,completed,H0048,H0047,1,A7,A,1,A,av,0,0.247637,,0.03141361257,0.247637,P14,B,B3
P14B_T04,S506,H0047,cp,1,1,5,4,3,6,P14B,4,completed,H0048,H0047,1,A7,A,1,A,av,0,0.247637,,0.03141361257,0.247637,P14,B,B3
P14B_T05,S281,H0048,ego,4,-1,6,6,,,P14B,5,completed,H0048,H0047,1,B3,W,0,none,human,0,,0.520001,0,0.520001,P14,B,B3
P14B_T05,S281,H0047,cp,5,0,6,5,3,5,P14B,5,completed,H0048,H0047,1,B3,W,0,none,human,0,,0.520001,0,0.520001,P14,B,B3
P14B_T06,S848,H0048,ego,5,0,5,5,,,P14B,6,completed,H0048,H0047,1,A1,C,1,C,human,0,0.303291,,0.03664921466,0.303291,P14,B,B3
P14B_T06,S848,H0047,cp,5,0,5,5,3,6,P14B,6,completed,H0048,H0047,1,A1,C,1,C,human,0,0.303291,,0.03664921466,0.303291,P14,B,B3
P14B_T07,S316,H0048,ego,1,2,4,5,,,P14B,7,completed,H0048,H0047,1,B1,A,1,A,human,0,0.23575,,0.03141361257,0.23575,P14,B,B3
P14B_T07,S316,H0047,cp,3,1,5,4,5,6,P14B,7,completed,H0048,H0047,1,B1,A,1,A,human,0,0.23575,,0.03141361257,0.23575,P14,B,B3
P14B_T08,S975,H0048,ego,4,0,5,5,,,P14B,8,completed,H0048,H0047,1,C1,W,0,none,human,0,,0.520001,0,0.520001,P14,B,B3
P14B_T08,S975,H0047,cp,4,0,4,4,3,5,P14B,8,completed,H0048,H0047,1,C1,W,0,none,human,0,,0.520001,0,0.520001,P14,B,B3
P14B_T09,S725,H0048,ego,2,1,5,5,,,P14B,9,completed,H0048,H0047,1,A1,C,1,C,av,0,0.163828,,0.02617801047,0.163828,P14,B,B3
P14B_T09,S725,H0047,cp,4,0,5,4,4,6,P14B,9,completed,H0048,H0047,1,A1,C,1,C,av,0,0.163828,,0.02617801047,0.163828,P14,B,B3
P14B_T10,S751,H0048,ego,4,2,5,5,,,P14B,10,completed,H0048,H0047,1,A2,C,1,C,human,0,0.332559,,0.02617801047,0.332559,P14,B,B3
P14B_T10,S751,H0047,cp,5,-1,4,5,3,5,P14B,10,completed,H0048,H0047,1,A2,C,1,C,human,0,0.332559,,0.02617801047,0.332559,P14,B,B3
P14B_T11,S830,H0048,ego,2,-1,5,6,,,P14B,11,completed,H0048,H0047,1,B3,W,0,none,av,0,,0.520001,0,0.520001,P14,B,B3
P14B_T11,S830,H0047,cp,4,-3,4,5,2,5,P14B,11,completed,H0048,H0047,1,B3,W,0,none,av,0,,0.520001,0,0.520001,P14,B,B3
P14B_T12,S494,H0048,ego,5,0,5,5,,,P14B,12,completed,H0048,H0047,1,C4,C,1,C,av,0,0.202911,,0.04188481675,0.202911,P14,B,B3
P14B_T12,S494,H0047,cp,5,1,4,6,3,6,P14B,12,completed,H0048,H0047,1,C4,C,1,C,av,0,0.202911,,0.04188481675,0.202911,P14,B,B3
P14B_T13,S775,H0048,ego,2,3,3,5,,,P14B,13,completed,H0048,H0047,1,A7,A,1,A,human,0,0.246399,,0.03141361257,0.246399,P14,B,B3
P14B_T13,S775,H0047,cp,2,1,5,5,4,5,P14B,13,completed,H0048,H0047,1,A7,A,1,A,human,0,0.246399,,0.03141361257,0.246399,P14,B,B3
P14B_T14,S756,H0048,ego,1,0,5,4,,,P14B,14,completed,H0048,H0047,1,B4,W,0,none,human,0,,0.520001,0,0.520001,P14,B,B3
