trial_id,subject_id,seat,segment_id,class,scenario_id,pair_id,mean_pre,count_pre,mean_post,count_post,delta_dial_z
P05B_T07,H0029,cp,S699,C,A7,P05,0.2354447005,20,0.9395529298,20,0.7041082293
P05B_T07,H0030,ego,S699,C,A7,P05,0.503455433,20,1.196325601,20,0.6928701683
P05B_T08,H0029,cp,S578,W,B4,P05,0.1735377294,20,-0.3069493437,20,-0.4804870731
P05B_T08,H0030,ego,S578,W,B4,P05,0.04976519281,20,-0.1415762691,20,-0.1913414619
P05B_T09,H0029,cp,S136,C,B1,P05,0.4394958148,20,1.820447923,20,1.380952108
P05B_T09,H0030,ego,S136,C,B1,P05,0.4103583296,20,1.755156282,20,1.344797952
P05B_T10,H0029,cp,S609,A,A1,P05,0.4435799975,20,2.72637069,20,2.282790693
P05B_T10,H0030,ego,S609,A,A1,P05,0.6415383069,20,2.396913585,20,1.755375278
P05B_T11,H0029,cp,S874,W,B4,P05,0.3072947116,20,0.7207574299,20,0.4134627183
P05B_T11,H0030,ego,S874,W,B4,P05,0.199047998,20,0.4342093461,20,0.2351613481
P05B_T12,H0029,cp,S229,A,A2,P05,0.5508748796,20,1.435051805,20,0.8841769257
P05B_T12,H0030,ego,S229,A,A2,P05,0.4716540777,20,1.198545743,20,0.726891665
P05B_T13,H0029,cp,S551,C,A6,P05,0.2099307142,20,0.3887595694,20,0.1788288553
P05B_T13,H0030,ego,S551,C,A6,P05,0.6165214061,20,-0.04354276193,20,-0.660064168
P05B_T14,H0029,cp,S226,W,B3,P05,0.5353160885,20,0.2740621063,20,-0.2612539822
P05B_T14,H0030,ego,S226,W,B3,P05,0.3355308817,20,0.3221976301,20,-0.01333325154
P05B_T15,H0029,cp,S966,A,A2,P05,0.4687171693,20,1.458535856,20,0.9898186863
P05B_T15,H0030,ego,S966,A,A2,P05,0.02390488633,20,1.241844702,20,1.217939816
P05B_T16,H0029,cp,S190,C,B1,P05,0.7252427377,20,0.8475008009,20,0.1222580632
P05B_T16,H0030,ego,S190,C,B1,P05,0.6821706157,20,0.4570185085,20,-0.2251521072
P05B_T17,H0029,cp,S984,W,C1,P05,0.4128756956,20,1.750323965,20,1.33744827
P05B_T17,H0030,ego,S984,W,C1,P05,0.50598565,20,1.558283071,20,1.052297421
P06A_T03,H0031,ego,S339,C,A7,P06,0.5026749619,20,1.522584236,20,1.019909274
P06A_T03,H0032,cp,S339,C,A7,P06,0.5178223778,20,1.564517448,20,1.04669507
P06A_T04,H0031,ego,S673,C,A6,P06,0.4205196294,20,1.446202109,20,1.02568248
P06A_T04,H0032,cp,S673,C,A6,P06,0.3538568096,20,1.464905301,20,1.111048492
P06A_T05,H0031,ego,S429,W,A7,P06,0.006238654776,20,0.2307165781,20,0.2244779234
P06A_T05,H0032,cp,S429,W,A7,P06,0.2699998273,20,0.1706256739,20,-0.09937415339
P06A_T06,H0031,ego,S141,C,B1,P06,0.1256941238,20,1.314416213,20,1.188722089
P06A_T06,H0032,cp,S141,C,B1,P06,0.6666515643,20,1.195008861,20,0.5283572967
P06A_T07,H0031,ego,S939,A,C1,P06,0.3497325232,20,1.733615103,20,1.38388258
P06A_T07,H0032,cp,S939,A,C1,P06,0.4162110862,20,1.916807211,20,1.500596125
P06A_T08,H0031,ego,S912,W,A6,P06,0.8199280655,20,1.109360494,20,0.2894324286
P06A_T08,H0032,cp,S912,W,A6,P06,0.3172177223,20,1.051879617,20,0.7346618946
P06A_T09,H0031,ego,S282,A,B4,P06,0.3895153758,20,0.2757262015,20,-0.1137891744
P06A_T09,H0032,cp,S282,A,B4,P06,0.5107063744,20,0.8772162444,20,0.36650987
P06A_T10,H0031,ego,S706,A,C1,P06,0.3791806246,20,2.026397417,20,1.647216792
P06A_T10,H0032,cp,S706,A,C1,P06,0.4440206176,20,2.007720698,20,1.563700081
P06A_T11,H0031,ego,S123,W,A5,P06,0.1676983539,20,0.2566484883,20,0.08895013442
P06A_T11,H0032,cp,S123,W,A5,P06,0.4634765798,20,0.2500797779,20,-0.2133968019
P06A_T12,H0031,ego,S852,C,A6,P06,0.2991160004,20,1.223304096,20,0.9241880954
P06A_T12,H0032,cp,S852,C,A6,P06,0.525557164,20,1.205837562,20,0.6802803977
P06A_T13,H0031,ego,S172,A,B4,P06,0.2425837235,20,0.5711337793,20,0.3285500558
P06A_T13,H0032,cp,S172,A,B4,P06,0.521975363,20,0.9778993617,20,0.4559239987
P06A_T14,H0031,ego,S414,W,A5,P06,0.3216148726,20,1.49769768,20,1.176082807
P06A_T14,H0032,cp,S414,W,A5,P06,0.3275823358,20,1.455397464,20,1.127815128
P06A_T15,H0031,ego,S824,C,B1,P06,0.6276898143,20,2.091351922,20,1.463662108
P06A_T15,H0032,cp,S824,C,B1,P06,0.7663113098,20,2.351942484,20,1.585631175
P06A_T16,H0031,ego,S311,C,A7,P06,0.07751280095,20,1.24114639,20,1.163633589
P06A_T16,H0032,cp,S311,C,A7,P06,0.1489444732,20,1.295013697,20,1.146069224
P06A_T17,H0031,ego,S823,W,A6,P06,0.650948944,20,0.9965572788,20,0.3456083348
P06A_T17,H0032,cp,S823,W,A6,P06,0.2094186017,20,0.8050447392,20,0.5956261375
P06B_T03,H0031,cp,S310,C,B2,P06,0.3275068686,20,1.375997075,20,1.048490206
P06B_T03,H0032,ego,S310,C,B2,P06,0.4372973034,20,1.241572274,20,0.8042749706
P06B_T04,H0031,cp,S730,C,B4,P06,0.2568860688,20,0.234054584,20,-0.02283148482
P06B_T04,H0032,ego,S730,C,B4,P06,0.1241098596,20,-0.03131174469,20,-0.1554216043
P06B_T05,H0031,cp,S643,W,C4,P06,0.03767055324,20,0.4659806556,20,0.4283101024
P06B_T05,H0032,ego,S643,W,C4,P06,0.03262518815,20,0.2797694573,20,0.2471442692
P06B_T06,H0031,cp,S836,A,A3,P06,0.5291057911,20,1.269430347,20,0.7403245563
P06B_T06,H0032,ego,S836,A,A3,P06,0.07981928375,20,0.857189098,20,0.7773698142
P06B_T07,H0031,cp,S903,A,A4,P06,0.6127103646,20,1.482005488,20,0.8692951238
P06B_T07,H0032,ego,S903,A,A4,P06,0.0707398347,20,1.184691846,20,1.113952011
P06B_T08,H0031,cp,S326,W,C4,P06,-0.03096644953,20,1.105226594,20,1.136193043
P06B_T08,H0032,ego,S326,W,C4,P06,0.2741766119,20,1.144578055,20,0.8704014429
P06B_T09,H0031,cp,S520,C,B3,P06,0.2476679459,20,-0.02543082417,20,-0.2730987701
P06B_T09,H0032,ego,S520,C,B3,P06,0.1267753859,20,-0.2585121651,20,-0.385287551
P06B_T10,H0031,cp,S681,A,A3,P06,0.4731437073,20,1.409721625,20,0.9365779178
P06B_T10,H0032,ego,S681,A,A3,P06,0.4173058559,20,1.059911895,20,0.642606039
P06B_T11,H0031,cp,S999,W,A2,P06,0.231132344,20,0.7510178452,20,0.5198855012
P06B_T11,H0032,ego,S999,W,A2,P06,-0.067010758,20,0.7219017372,20,0.7889124952
P06B_T12,H0031,cp,S953,A,A4,P06,0.4409753094,20,1.216141044,20,0.7751657347
P06B_T12,H0032,ego,S953,A,A4,P06,0.6397464079,20,1.456849224,20,0.817102816
P06B_T13,H0031,cp,S845,C,B2,P06,0.2957779946,20,0.8691072264,20,0.5733292318
P06B_T13,H0032,ego,S845,C,B2,P06,0.3338772618,20,0.9289084157,20,0.5950311539
P06B_T14,H0031,cp,S796,W,A1,P06,0.392520769,20,1.791929234,20,1.399408465
P06B_T14,H0032,ego,S796,W,A1,P06,0.4202093757,20,1.489728015,20,1.06951864
P06B_T15,H0031,cp,S398,C,B3,P06,0.2217003987,20,0.5019978575,20,0.2802974588
P06B_T15,H0032,ego,S398,C,B3,P06,0.5274849107,20,0.8323425847,20,0.304857674
P06B_T16,H0031,cp,S324,C,B4,P06,0.391071528,20,1.8240026,20,1.432931072
P06B_T16,H0032,ego,S324,C,B4,P06,0.2535068832,20,1.595587489,20,1.342080606
P06B_T17,H0031,cp,S554,W,A1,P06,0.3381148374,20,1.655308575,20,1.317193737
P06B_T17,H0032,ego,S554,W,A1,P06,0.3967432243,20,1.69579462,20,1.299051395
P07A_T03,H0033,ego,S966,A,A2,P07,0.3992045093,20,1.053326736,20,0.6541222265
P07A_T03,H0034,cp,S966,A,A2,P07,0.396245434,20,1.178168574,20,0.7819231403
P07A_T04,H0033,ego,S699,C,A7,P07,0.4172828083,20,0.8749638667,20,0.4576810584
P07A_T04,H0034,cp,S699,C,A7,P07,0.07975445606,20,1.06705927,20,0.9873048142
P07A_T05,H0033,ego,S984,W,C1,P07,0.4500875395,20,1.501702432,20,1.051614892
P07A_T05,H0034,cp,S984,W,C1,P07,0.5085961155,20,1.529104762,20,1.020508647
P07A_T06,H0033,ego,S367,A,A1,P07,0.7108555063,20,2.080002288,20,1.369146781
P07A_T06,H0034,cp,S367,A,A1,P07,0.5070413807,20,2.417159645,20,1.910118264
P07A_T07,H0033,ego,S551,C,A6,P07,0.2114152714,20,0.2604227083,20,0.04900743692
P07A_T07,H0034,cp,S551,C,A6,P07,0.1630352122,20,0.5296392704,20,0.3666040581
P07A_T08,H0033,ego,S226,W,B3,P07,0.3804848785,20,-0.07162990312,20,-0.4521147816
P07A_T08,H0034,cp,S226,W,B3,P07,0.3421069163,20,0.1119579554,20,-0.2301489609
P07A_T09,H0033,ego,S190,C,B1,P07,0.2873465471,20,0.8535458017,20,0.5661992545
P07A_T09,H0034,cp,S190,C,B1,P07,0.2399644549,20,0.8994010069,20,0.659436552
P07A_T10,H0033,ego,S222,C,A6,P07,0.2430099425,20,0.6682371871,20,0.4252272446
P07A_T10,H0034,cp,S222,C,A6,P07,-0.009733187166,20,0.7667544074,20,0.7764875946
P07A_T11,H0033,ego,S874,W,B4,P07,0.352701897,20,0.5257041996,20,0.1730023026
P07A_T11,H0034,cp,S874,W,B4,P07,0.3834821459,20,0.406453654,20,0.02297150815
P07A_T12,H0033,ego,S229,A,A2,P07,0.4653948007,20,1.065645148,20,0.6002503477
P07A_T12,H0034,cp,S229,A,A2,P07,0.7037334126,20,1.617893377,20,0.9141599648
P07A_T13,H0033,ego,S609,A,A1,P07,0.3465184895,20,2.021181263,20,1.674662773
P07A_T13,H0034,cp,S609,A,A1,P07,1.009823335,20,2.358742593,20,1.348919258
P07A_T14,H0033,ego,S578,W,B4,P07,0.03251997578,20,-0.64571875,20,-0.6782387257
P07A_T14,H0034,cp,S578,W,B4,P07,-0.04576928861,20,-0.02426814982,20,0.02150113879
P07A_T15,H0033,ego,S206,C,A7,P07,0.3675130335,20,1.264300727,20,0.8967876932
P07A_T15,H0034,cp,S206,C,A7,P07,0.260670148,20,1.044015449,20,0.7833453009
P07A_T16,H0033,ego,S136,C,B1,P07,0.3315137434,20,1.360875629,20,1.029361885
P07A_T16,H0034,cp,S136,C,B1,P07,0.3861697882,20,1.585858609,20,1.199688821
P07A_T17,H0033,ego,S240,W,B3,P07,0.2561753971,20,0.4355063145,20,0.1793309173
P07A_T17,H0034,cp,S240,W,B3,P07,0.5277591259,20,0.1485002496,20,-0.3792588764
P07B_T03,H0033,cp,S768,C,C3,P07,0.5375748899,20,1.685183855,20,1.147608965
P07B_T03,H0034,ego,S768,C,C3,P07,0.4170595969,20,1.500287933,20,1.083228336
P07B_T04,H0033,cp,S828,A,A5,P07,0.3742288674,20,2.247353609,20,1.873124742
P07B_T04,H0034,ego,S828,A,A5,P07,0.2639001397,20,1.510387683,20,1.246487544
P07B_T05,H0033,cp,S486,W,A6,P07,0.2815503589,20,0.3608093001,20,0.07925894119
P07B_T05,H0034,ego,S486,W,A6,P07,0.2629962241,20,0.02674884597,20,-0.2362473781
P07B_T06,H0033,cp,S338,C,C2,P07,0.1834991833,20,1.330684628,20,1.147185444
P07B_T06,H0034,ego,S338,C,C2,P07,0.1088123292,20,1.707573856,20,1.598761527
P07B_T07,H0033,cp,S489,A,A6,P07,0.3127941125,20,1.473169213,20,1.1603751
P07B_T07,H0034,ego,S489,A,A6,P07,0.364355292,20,1.461395459,20,1.097040167
P07B_T08,H0033,cp,S230,W,A5,P07,0.2813809505,20,0.3269034141,20,0.04552246363
P07B_T08,H0034,ego,S230,W,A5,P07,0.03969291719,20,0.3099516258,20,0.2702587086
P07B_T10,H0033,cp,S221,C,C1,P07,0.6209601362,20,1.581324391,20,0.9603642546
P07B_T10,H0034,ego,S221,C,C1,P07,0.3338632062,20,1.265571186,20,0.9317079794
P07B_T11,H0033,cp,S291,W,A5,P07,0.1737945007,20,1.261457085,20,1.087662585
P07B_T11,H0034,ego,S291,W,A5,P07,0.3600888104,20,1.237115923,20,0.8770271124
P07B_T12,H0033,cp,S389,C,C3,P07,0.4245915717,20,1.299501377,20,0.8749098053
P07B_T12,H0034,ego,S389,C,C3,P07,0.5289040857,20,0.9014137256,20,0.37250964
P07B_T13,H0033,cp,S265,C,C1,P07,0.10661196,20,0.900931758,20,0.7943197979
P07B_T13,H0034,ego,S265,C,C1,P07,0.307468871,20,0.7646934799,20,0.4572246089
P07B_T14,H0033,cp,S348,W,A6,P07,0.6427049175,20,0.1335478994,20,-0.5091570181
P07B_T14,H0034,ego,S348,W,A6,P07,0.1456920852,20,0.09833896055,20,-0.04735312461
P07B_T15,H0033,cp,S564,A,A5,P07,0.3696790412,20,1.827099712,20,1.457420671
P07B_T15,H0034,ego,S564,A,A5,P07,0.2477019723,20,1.628077493,20,1.380375521
P07B_T16,H0033,cp,S413,C,C2,P07,0.1937725941,20,0.5234897895,20,0.3297171953
P07B_T16,H0034,ego,S413,C,C2,P07,0.4075263005,20,0.7290189447,20,0.3214926442
P07B_T17,H0033,cp,S378,W,A7,P07,-0.1287326426,20,0.09422094389,20,0.2229535865
P07B_T17,H0034,ego,S378,W,A7,P07,0.1490425989,20,0.3485427953,20,0.1995001964
P08A_T03,H0035,ego,S681,A,A3,P08,0.754082223,20,1.005904345,20,0.251822122
P08A_T03,H0036,cp,S681,A,A3,P08,0.815273143,20,1.524933708,20,0.7096605645
P08A_T04,H0035,ego,S730,C,B4,P08,0.3750962841,20,0.1440808061,20,-0.231015478
P08A_T04,H0036,cp,S730,C,B4,P08,0.20959602,20,0.3473780285,20,0.1377820085
P08A_T05,H0035,ego,S554,W,A1,P08,0.4813929375,20,1.643224317,20,1.161831379
P08A_T05,H0036,cp,S554,W,A1,P08,0.552830065,20,1.578061361,20,1.025231296
P08A_T06,H0035,ego,S903,A,A4,P08,0.3344271021,20,1.456593925,20,1.122166823
P08A_T06,H0036,cp,S903,A,A4,P08,0.6270848605,20,1.511460447,20,0.8843755865
P08A_T07,H0035,ego,S520,C,B3,P08,0.341689456,20,-0.3009320339,20,-0.64262149
P08A_T07,H0036,cp,S520,C,B3,P08,-0.03270398679,20,-0.009329276948,20,0.02337470984
P08A_T08,H0035,ego,S643,W,C4,P08,0.219415624,20,0.05736830033,20,-0.1620473237
P08A_T08,H0036,cp,S643,W,C4,P08,0.1548646958,20,0.1671595016,20,0.0122948058
P08A_T09,H0035,ego,S398,C,B3,P08,0.2593222587,20,0.7714392489,20,0.5121169901
P08A_T09,H0036,cp,S398,C,B3,P08,0.2575967885,20,0.4801910888,20,0.2225943003
P08A_T10,H0035,ego,S845,C,B2,P08,0.3202292002,20,0.9925900295,20,0.6723608292
P08A_T10,H0036,cp,S845,C,B2,P08,0.3528086394,20,1.06140009,20,0.708591451
P08A_T11,H0035,ego,S796,W,A1,P08,0.4793715823,20,1.400879567,20,0.9215079842
P08A_T11,H0036,cp,S796,W,A1,P08,0.5857782007,20,1.192208563,20,0.6064303621
P08A_T12,H0035,ego,S836,A,A3,P08,0.3198902904,20,1.46935146,20,1.14946117
P08A_T12,H0036,cp,S836,A,A3,P08,0.6421374933,20,1.361930339,20,0.7197928452
P08A_T13,H0035,ego,S310,C,B2,P08,0.5037004679,20,1.316236832,20,0.8125363637
P08A_T13,H0036,cp,S310,C,B2,P08,0.4569014221,20,0.9444172,20,0.4875157779
P08A_T14,H0035,ego,S326,W,C4,P08,0.3348386355,20,0.8412909896,20,0.5064523541
P08A_T14,H0036,cp,S326,W,C4,P08,0.4169554523,20,1.316140691,20,0.899185239
P08A_T15,H0035,ego,S324,C,B4,P08,0.4192029802,20,1.32209513,20,0.9028921503
P08A_T15,H0036,cp,S324,C,B4,P08,0.5342542171,20,1.701872,20,1.167617783
P08A_T16,H0035,ego,S953,A,A4,P08,0.5430261144,20,1.196601655,20,0.6535755405
P08A_T16,H0036,cp,S953,A,A4,P08,0.3956460754,20,1.54827197,20,1.152625895
P08A_T17,H0035,ego,S999,W,A2,P08,0.4013860052,20,0.6641379698,20,0.2627519646
P08A_T17,H0036,cp,S999,W,A2,P08,0.2541586166,20,1.040017819,20,0.7858592029
P08B_T03,H0035,cp,S454,A,B1,P08,0.4945862138,20,2.211394575,20,1.716808361
P08B_T03,H0036,ego,S454,A,B1,P08,0.3012117617,20,2.111913492,20,1.810701731
P08B_T04,H0035,cp,S725,C,A1,P08,0.1119085782,20,0.3102918793,20,0.1983833011
P08B_T04,H0036,ego,S725,C,A1,P08,0.4660982284,20,-0.02304551781,20,-0.4891437462
P08B_T05,H0035,cp,S756,W,B4,P08,0.009315725268,20,0.4194087468,20,0.4100930216
P08B_T05,H0036,ego,S756,W,B4,P08,0.5754515358,20,0.6928353437,20,0.117383808
P08B_T06,H0035,cp,S447,C,C4,P08,0.06567159164,20,0.6421572453,20,0.5764856537
P08B_T06,H0036,ego,S447,C,C4,P08,0.428509168,20,0.516917569,20,0.08840840101
P08B_T07,H0035,cp,S751,C,A2,P08,0.6151412887,20,1.691942607,20,1.076801319
P08B_T07,H0036,ego,S751,C,A2,P08,0.6093351458,20,1.776333329,20,1.166998183
P08B_T08,H0035,cp,S281,W,B3,P08,0.4733438286,20,0.8514219733,20,0.3780781447
P08B_T08,H0036,ego,S281,W,B3,P08,0.1123674323,20,0.71860341,20,0.6062359778
P08B_T09,H0035,cp,S506,A,A7,P08,0.2567925388,20,0.7620345006,20,0.5052419618
P08B_T09,H0036,ego,S506,A,A7,P08,0.5438762391,20,0.7653771278,20,0.2215008887
P08B_T10,H0035,cp,S848,C,A1,P08,0.1939731774,20,0.9230529908,20,0.7290798133
P08B_T10,H0036,ego,S848,C,A1,P08,0.1772310372,20,0.5087534292,20,0.331522392
P08B_T11,H0035,cp,S975,W,C1,P08,0.6819549447,20,1.14787126,20,0.4659163153
P08B_T11,H0036,ego,S975,W,C1,P08,0.4566462927,20,1.563749819,20,1.107103526
P08B_T12,H0035,cp,S494,C,C4,P08,0.5173415894,20,1.117720387,20,0.600378798
P08B_T12,H0036,ego,S494,C,C4,P08,0.7317486471,20,0.686772984,20,-0.04497566312
P08B_T13,H0035,cp,S775,A,A7,P08,0.2272105505,20,1.21947807,20,0.9922675191
P08B_T13,H0036,ego,S775,A,A7,P08,0.1455342503,20,0.7428042531,20,0.5972700028
P08B_T14,H0035,cp,S844,W,B4,P08,-0.06673322413,20,0.3392928793,20,0.4060261034
P08B_T14,H0036,ego,S844,W,B4,P08,0.01697334614,20,0.218513399,20,0.2015400528
P08B_T15,H0035,cp,S316,A,B1,P08,0.5198107897,20,2.357731006,20,1.837920217
P08B_T15,H0036,ego,S316,A,B1,P08,0.2991950248,20,1.992063434,20,1.692868409
P08B_T16,H0035,cp,S803,C,A2,P08,0.3268137344,20,1.153075947,20,0.8262622126
P08B_T16,H0036,ego,S803,C,A2,P08,0.5491003166,20,1.189074116,20,0.6399737996
P08B_T17,H0035,cp,S830,W,B3,P08,0.1718108941,20,1.049115351,20,0.8773044567
P08B_T17,H0036,ego,S830,W,B3,P08,0.3600251558,20,0.9288543085,20,0.5688291526
P09A_T03,H0037,ego,S828,A,A5,P09,0.2882920392,20,2.042568784,20,1.754276745
P09A_T03,H0038,cp,S828,A,A5,P09,0.6235963798,20,2.170636431,20,1.547040051
P09A_T04,H0037,ego,S221,C,C1,P09,0.4349921214,20,1.38515595,20,0.9501638288
P09A_T04,H0038,cp,S221,C,C1,P09,0.2286144203,20,1.114370255,20,0.885755835
P09A_T05,H0037,ego,S486,W,A6,P09,0.2390408886,20,0.454503955,20,0.2154630664
P09A_T05,H0038,cp,S486,W,A6,P09,0.1762105359,20,0.4172294693,20,0.2410189334
P09A_T06,H0037,ego,S564,A,A5,P09,0.5283378112,20,1.700811608,20,1.172473797
P09A_T06,H0038,cp,S564,A,A5,P09,0.9050345619,20,2.129766998,20,1.224732436
P09A_T07,H0037,ego,S768,C,C3,P09,0.3939229575,20,1.581401147,20,1.187478189
P09A_T07,H0038,cp,S768,C,C3,P09,0.5845398511,20,1.938986197,20,1.354446346
P09A_T08,H0037,ego,S348,W,A6,P09,0.3639386708,20,0.1670198079,20,-0.196918863
P09A_T08,H0038,cp,S348,W,A6,P09,0.04184877698,20,0.2372165903,20,0.1953678133
P09A_T09,H0037,ego,S265,C,C1,P09,0.1135551791,20,1.031542243,20,0.9179870637
P09A_T09,H0038,cp,S265,C,C1,P09,0.4721884537,20,1.071809589,20,0.5996211357
P09A_T10,H0037,ego,S489,A,A6,P09,0.5181960671,20,1.254097181,20,0.7359011138
P09A_T10,H0038,cp,S489,A,A6,P09,0.5028618209,20,1.378859607,20,0.8759977864
P09A_T11,H0037,ego,S230,W,A5,P09,0.2153645707,20,0.8073582564,20,0.5919936857
P09A_T11,H0038,cp,S230,W,A5,P09,0.4292506065,20,0.6456310756,20,0.2163804691
P09A_T12,H0037,ego,S511,A,A6,P09,0.4220577232,20,1.167610642,20,0.7455529185
P09A_T12,H0038,cp,S511,A,A6,P09,0.2725499733,20,1.368931219,20,1.096381245
P09A_T13,H0037,ego,S413,C,C2,P09,0.585709706,20,0.9107232054,20,0.3250134993
P09A_T13,H0038,cp,S413,C,C2,P09,0.3704954735,20,0.8726091261,20,0.5021136526
P09A_T14,H0037,ego,S378,W,A7,P09,0.3611460167,20,0.426540668,20,0.06539465133
P09A_T14,H0038,cp,S378,W,A7,P09,0.4284475751,20,0.5560930711,20,0.127645496
P09A_T15,H0037,ego,S389,C,C3,P09,0.4398302722,20,1.191801396,20,0.7519711236
P09A_T15,H0038,cp,S389,C,C3,P09,0.3321568063,20,1.279149871,20,0.9469930651
P09A_T16,H0037,ego,S338,C,C2,P09,0.529146211,20,1.754276237,20,1.225130026
P09A_T16,H0038,cp,S338,C,C2,P09,-0.00169742741,20,1.496442876,20,1.498140304
P09A_T17,H0037,ego,S291,W,A5,P09,0.3520943877,20,1.26040515,20,0.908310762
P09A_T17,H0038,cp,S291,W,A5,P09,0.8284545646,20,1.19419888,20,0.3657443152
P09B_T03,H0037,cp,S370,A,B2,P09,0.2804407615,20,1.122352497,20,0.8419117351
P09B_T03,H0038,ego,S370,A,B2,P09,0.3589731892,20,0.7615961144,20,0.4026229253
P09B_T04,H0037,cp,S128,C,A3,P09,-0.04160860494,20,1.067356807,20,1.108965412
P09B_T04,H0038,ego,S128,C,A3,P09,0.05098630129,20,1.242709278,20,1.191722977
P09B_T05,H0037,cp,S766,W,A1,P09,-0.04131464135,20,0.08964614007,20,0.1309607814
P09B_T05,H0038,ego,S766,W,A1,P09,0.1470702287,20,0.3958883007,20,0.248818072
P09B_T06,H0037,cp,S613,C,A4,P09,0.6144201505,20,1.385168199,20,0.7707480482
P09B_T06,H0038,ego,S613,C,A4,P09,0.396679165,20,1.20024595,20,0.8035667848
P09B_T07,H0037,cp,S163,A,B2,P09,0.1456951988,20,1.116289497,20,0.9705942986
P09B_T07,H0038,ego,S163,A,B2,P09,0.4370497451,20,0.9603585606,20,0.5233088155
P09B_T08,H0037,cp,S784,W,C4,P09,0.2805020039,20,0.04451047981,20,-0.2359915241
P09B_T08,H0038,ego,S784,W,C4,P09,0.2038421174,20,-0.3609688226,20,-0.5648109399
P09B_T09,H0037,cp,S473,A,B3,P09,0.557464704,20,0.9606480225,20,0.4031833185
P09B_T09,H0038,ego,S473,A,B3,P09,0.5161970096,20,1.041111888,20,0.5249148784
P09B_T10,H0037,cp,S938,C,A4,P09,0.6922102667,20,0.8999322918,20,0.2077220251
P09B_T10,H0038,ego,S938,C,A4,P09,0.04526774413,20,0.9311939191,20,0.885926175
P09B_T11,H0037,cp,S692,W,A2,P09,0.3480646367,20,0.6992041505,20,0.3511395138
P09B_T11,H0038,ego,S692,W,A2,P09,0.2863596804,20,0.7894467045,20,0.5030870241
P09B_T12,H0037,cp,S888,C,A5,P09,0.3581941323,20,1.174310562,20,0.8161164297
P09B_T12,H0038,ego,S888,C,A5,P09,0.2665029032,20,1.025002591,20,0.7584996875
P09B_T13,H0037,cp,S857,C,A3,P09,0.4660420261,20,0.6963869994,20,0.2303449734
P09B_T13,H0038,ego,S857,C,A3,P09,0.4925319166,20,0.6277332084,20,0.1352012918
P09B_T14,H0037,cp,S250,W,C4,P09,0.5214296667,20,-0.2674706335,20,-0.7889003002
P09B_T14,H0038,ego,S250,W,C4,P09,0.2201339217,20,-0.04482994894,20,-0.2649638706
P09B_T15,H0037,cp,S502,C,A5,P09,0.5000560637,20,0.2406086944,20,-0.2594473692
P09B_T15,H0038,ego,S502,C,A5,P09,0.4099535179,20,0.4610068494,20,0.05105333155
P09B_T16,H0037,cp,S102,A,B3,P09,0.5068172263,20,1.161964091,20,0.6551468646
P09B_T16,H0038,ego,S102,A,B3,P09,0.392591005,20,1.334279196,20,0.9416881908
P09B_T17,H0037,cp,S481,W,A1,P09,0.4525564462,20,0.4266264074,20,-0.02593003874
P09B_T17,H0038,ego,S481,W,A1,P09,0.4079337721,20,0.4559939866,20,0.0480602144
P10A_T03,H0039,ego,S506,A,A7,P10,0.3160792757,20,0.7538315962,20,0.4377523205
P10A_T03,H0040,cp,S506,A,A7,P10,0.6327363627,20,1.077491556,20,0.4447551935
P10A_T04,H0039,ego,S316,A,B1,P10,0.4625946891,20,2.01220657,20,1.549611881
P10A_T04,H0040,cp,S316,A,B1,P10,0.295094291,20,2.18714877,20,1.892054479
P10A_T05,H0039,ego,S756,W,B4,P10,0.3851930276,20,0.660978305,20,0.2757852775
P10A_T05,H0040,cp,S756,W,B4,P10,0.5435538063,20,0.4030997206,20,-0.1404540856
P10A_T06,H0039,ego,S494,C,C4,P10,0.1851829243,20,0.6921805509,20,0.5069976265
P10A_T06,H0040,cp,S494,C,C4,P10,0.4320635525,20,0.6528132903,20,0.2207497378
P10A_T07,H0039,ego,S803,C,A2,P10,0.4372286625,20,0.8252894033,20,0.3880607408
P10A_T07,H0040,cp,S803,C,A2,P10,0.2065508199,20,1.285399295,20,1.078848475
P10A_T08,H0039,ego,S844,W,B4,P10,0.2455662663,20,0.2744124974,20,0.0288462311
P10A_T08,H0040,cp,S844,W,B4,P10,0.0008617924107,20,0.3449188344,20,0.344057042
P10A_T09,H0039,ego,S751,C,A2,P10,0.005886615583,20,1.57219391,20,1.566307295
P10A_T09,H0040,cp,S751,C,A2,P10,0.2990614436,20,1.65388628,20,1.354824837
P10A_T10,H0039,ego,S725,C,A1,P10,0.1234960006,20,-0.244987095,20,-0.3684830956
P10A_T10,H0040,cp,S725,C,A1,P10,0.04662271746,20,-0.4082252018,20,-0.4548479193
P10A_T11,H0039,ego,S975,W,C1,P10,0.2628596536,20,1.07379514,20,0.8109354861
P10A_T11,H0040,cp,S975,W,C1,P10,0.5608211698,20,1.424382279,20,0.8635611088
P10A_T12,H0039,ego,S848,C,A1,P10,0.2231303088,20,0.744838078,20,0.5217077693
P10A_T12,H0040,cp,S848,C,A1,P10,0.2368772301,20,0.4649704206,20,0.2280931906
P10A_T13,H0039,ego,S775,A,A7,P10,0.5207774894,20,0.8068837857,20,0.2861062963
P10A_T13,H0040,cp,S775,A,A7,P10,0.3460402484,20,1.063226688,20,0.7171864398
P10A_T14,H0039,ego,S281,W,B3,P10,0.2851162192,20,0.7438574019,20,0.4587411827
