execution,status,report_package,entry,traceability,notes
RQ005_1_online_verification_gap_review_20260618,review,reports/studies/RQ005_nmi_evidence_gap/RQ005_1_online_verification_gap_review_20260618,reports/studies/RQ005_nmi_evidence_gap/RQ005_1_online_verification_gap_review_20260618/00_entry/index.html,reports/studies/RQ005_nmi_evidence_gap/RQ005_1_online_verification_gap_review_20260618/TRACEABILITY.md,evidence-gap review for online social-compliance verification draft
