execution,status,report_package,entry,traceability,notes
RQ006_1_sigma_compare_20260618,archived-review,reports/studies/RQ006_sigma_sensitivity/RQ006_1_sigma_compare_20260618,reports/studies/RQ006_sigma_sensitivity/RQ006_1_sigma_compare_20260618/00_entry/index.html,reports/studies/RQ006_sigma_sensitivity/RQ006_1_sigma_compare_20260618/TRACEABILITY.md,archived sigma comparison package
