area,area_dir,team_dir,team_code,session_id,file_role,suffix,bytes,relative_path,mtime
beijing,北京赛区,2-wulawula,T15,6924-1766198444,replay_log,.log,4704434,北京赛区/2-wulawula/6924-1766198444/vehicle_trajectory.log,2025-12-24T10:17:01
beijing,北京赛区,2-wulawula,T15,,diagnosis_pdf,.pdf,4718944,北京赛区/2-wulawula/诊断报告.pdf,2025-12-24T10:17:02
beijing,北京赛区,2-wulawula,T15,,team_info_txt,.txt,469,北京赛区/2-wulawula/队伍信息.txt,2025-12-24T10:17:02
beijing,北京赛区,3-WUT-AutoAILab,T16,,video,.mp4,461103522,北京赛区/3-WUT-AutoAILab/03 WUT-AutoAILAB 武汉理工大学.mp4,2025-12-24T10:18:21
beijing,北京赛区,3-WUT-AutoAILab,T16,6926-1766199712,replay_log,.log,520383,北京赛区/3-WUT-AutoAILab/6926-1766199712/monitor.log,2025-12-24T10:17:04
beijing,北京赛区,3-WUT-AutoAILab,T16,6926-1766199712,replay_log,.log,72671672,北京赛区/3-WUT-AutoAILab/6926-1766199712/simulation_trajectory.log,2025-12-24T10:17:09
beijing,北京赛区,3-WUT-AutoAILab,T16,6926-1766199712,replay_log,.log,56684838,北京赛区/3-WUT-AutoAILab/6926-1766199712/vehicle_perception_simulation_trajectory.log,2025-12-24T10:17:11
beijing,北京赛区,3-WUT-AutoAILab,T16,6926-1766199712,replay_log,.log,56481777,北京赛区/3-WUT-AutoAILab/6926-1766199712/vehicle_perception_trajectory.log,2025-12-24T10:17:15
beijing,北京赛区,3-WUT-AutoAILab,T16,6926-1766199712,replay_log,.log,4717241,北京赛区/3-WUT-AutoAILab/6926-1766199712/vehicle_trajectory.log,2025-12-24T10:17:12
beijing,北京赛区,3-WUT-AutoAILab,T16,,onsite_runtime_log,.log,3101208,北京赛区/3-WUT-AutoAILab/onsite_2025-12-20_10-35-40.log,2025-12-24T10:17:11
beijing,北京赛区,3-WUT-AutoAILab,T16,,diagnosis_pdf,.pdf,4386346,北京赛区/3-WUT-AutoAILab/诊断报告.pdf,2025-12-24T10:17:12
beijing,北京赛区,3-WUT-AutoAILab,T16,,team_info_txt,.txt,511,北京赛区/3-WUT-AutoAILab/队伍信息.txt,2025-12-24T10:17:12
beijing,北京赛区,4-Panda,T17,,hidden_metadata,,8196,北京赛区/4-Panda/.DS_Store,2026-06-18T15:45:24
beijing,北京赛区,4-Panda,T17,,video,.mp4,457248783,北京赛区/4-Panda/04 Panda 武汉理工大学.mp4,2025-12-24T10:18:46
beijing,北京赛区,4-Panda,T17,6931-1766206339,replay_log,.log,479494,北京赛区/4-Panda/6931-1766206339/monitor.log,2025-12-24T10:17:12
beijing,北京赛区,4-Panda,T17,6931-1766206339,replay_log,.log,71133570,北京赛区/4-Panda/6931-1766206339/simulation_trajectory.log,2025-12-24T10:17:21
beijing,北京赛区,4-Panda,T17,6931-1766206339,replay_log,.log,53077170,北京赛区/4-Panda/6931-1766206339/vehicle_perception_simulation_trajectory.log,2025-12-24T10:17:23
beijing,北京赛区,4-Panda,T17,6931-1766206339,replay_log,.log,52898252,北京赛区/4-Panda/6931-1766206339/vehicle_perception_trajectory.log,2025-12-24T10:17:31
beijing,北京赛区,4-Panda,T17,6931-1766206339,replay_log,.log,4286828,北京赛区/4-Panda/6931-1766206339/vehicle_trajectory.log,2025-12-24T10:17:24
beijing,北京赛区,4-Panda,T17,,onsite_runtime_log,.log,2744226,北京赛区/4-Panda/onsite_2025-12-20_12-29-52.log,2025-12-24T10:17:26
beijing,北京赛区,4-Panda,T17,,diagnosis_pdf,.pdf,4315589,北京赛区/4-Panda/诊断报告.pdf,2025-12-24T10:17:27
beijing,北京赛区,4-Panda,T17,,team_info_txt,.txt,479,北京赛区/4-Panda/队伍信息.txt,2025-12-24T10:17:27
beijing,北京赛区,5-BIT_Site,T18,,hidden_metadata,,6148,北京赛区/5-BIT_Site/.DS_Store,2026-04-07T11:03:25
beijing,北京赛区,5-BIT_Site,T18,,video,.mp4,744759874,北京赛区/5-BIT_Site/06 BIT-ONsite 北京理工大学.mp4,2025-12-24T10:19:50
beijing,北京赛区,5-BIT_Site,T18,,appeal_or_evidence_png,.png,143468,北京赛区/5-BIT_Site/9.png,2025-12-24T10:18:22
beijing,北京赛区,5-BIT_Site,T18,,onsite_runtime_log,.log,5615162,北京赛区/5-BIT_Site/onsite_2025-12-20_12-47-10.log,2025-12-24T10:18:23
beijing,北京赛区,5-BIT_Site,T18,,diagnosis_pdf,.pdf,5022654,北京赛区/5-BIT_Site/诊断报告.pdf,2025-12-24T10:18:24
beijing,北京赛区,5-BIT_Site,T18,,team_info_txt,.txt,485,北京赛区/5-BIT_Site/队伍信息.txt,2025-12-24T10:18:24
beijing,北京赛区,6-223,T19,,video,.mp4,259666815,北京赛区/6-223/07 223 吉林大学.mp4,2025-12-24T10:19:08
beijing,北京赛区,6-223,T19,,video,.mp4,725136572,北京赛区/6-223/07 223 吉林大学二轮.mp4,2025-12-24T10:20:57
beijing,北京赛区,6-223,T19,6937-1766209673,replay_log,.log,784192,北京赛区/6-223/6937-1766209673/monitor.log,2025-12-24T10:18:47
beijing,北京赛区,6-223,T19,6937-1766209673,replay_log,.log,90256392,北京赛区/6-223/6937-1766209673/simulation_trajectory.log,2025-12-24T10:19:07
beijing,北京赛区,6-223,T19,6937-1766209673,replay_log,.log,68312646,北京赛区/6-223/6937-1766209673/vehicle_perception_simulation_trajectory.log,2025-12-24T10:19:24
beijing,北京赛区,6-223,T19,6937-1766209673,replay_log,.log,67997375,北京赛区/6-223/6937-1766209673/vehicle_perception_trajectory.log,2025-12-24T10:19:29
beijing,北京赛区,6-223,T19,6937-1766209673,replay_log,.log,7218586,北京赛区/6-223/6937-1766209673/vehicle_trajectory.log,2025-12-24T10:19:25
beijing,北京赛区,6-223,T19,,onsite_runtime_log,.log,4416510,北京赛区/6-223/onsite_2025-12-20_13-06-15.log,2025-12-24T10:19:26
beijing,北京赛区,6-223,T19,,diagnosis_pdf,.pdf,2530247,北京赛区/6-223/诊断报告.pdf,2025-12-24T10:19:27
beijing,北京赛区,6-223,T19,,team_info_txt,.txt,477,北京赛区/6-223/队伍信息.txt,2025-12-24T10:19:27
beijing,北京赛区,7-MM妙妙妙,T20,,video,.mp4,499162135,北京赛区/7-MM妙妙妙/08 MM妙妙妙 北京航空航天大学.mp4,2025-12-24T10:21:45
beijing,北京赛区,7-MM妙妙妙,T20,,appeal_or_evidence_png,.png,131591,北京赛区/7-MM妙妙妙/12-1.png,2025-12-24T10:19:29
beijing,北京赛区,7-MM妙妙妙,T20,,appeal_or_evidence_png,.png,40027,北京赛区/7-MM妙妙妙/12.png,2025-12-24T10:19:29
beijing,北京赛区,7-MM妙妙妙,T20,6941-1766212682,replay_log,.log,511504,北京赛区/7-MM妙妙妙/6941-1766212682/monitor.log,2025-12-24T10:19:29
beijing,北京赛区,7-MM妙妙妙,T20,6941-1766212682,replay_log,.log,70048388,北京赛区/7-MM妙妙妙/6941-1766212682/simulation_trajectory.log,2025-12-24T10:19:40
beijing,北京赛区,7-MM妙妙妙,T20,6941-1766212682,replay_log,.log,54892697,北京赛区/7-MM妙妙妙/6941-1766212682/vehicle_perception_simulation_trajectory.log,2025-12-24T10:19:38
beijing,北京赛区,7-MM妙妙妙,T20,6941-1766212682,replay_log,.log,54698442,北京赛区/7-MM妙妙妙/6941-1766212682/vehicle_perception_trajectory.log,2025-12-24T10:19:51
beijing,北京赛区,7-MM妙妙妙,T20,6941-1766212682,replay_log,.log,4643602,北京赛区/7-MM妙妙妙/6941-1766212682/vehicle_trajectory.log,2025-12-24T10:19:51
beijing,北京赛区,7-MM妙妙妙,T20,,onsite_runtime_log,.log,2996736,北京赛区/7-MM妙妙妙/onsite_2025-12-20_14-22-54.log,2025-12-24T10:19:52
beijing,北京赛区,7-MM妙妙妙,T20,,appeal_docx,.docx,183095,北京赛区/7-MM妙妙妙/申诉证据.docx,2025-12-24T10:19:52
beijing,北京赛区,7-MM妙妙妙,T20,,diagnosis_pdf,.pdf,4449290,北京赛区/7-MM妙妙妙/诊断报告.pdf,2025-12-24T10:19:53
beijing,北京赛区,7-MM妙妙妙,T20,,team_info_txt,.txt,488,北京赛区/7-MM妙妙妙/队伍信息.txt,2025-12-24T10:19:52
beijing,北京赛区,8-高中部,,,video,.mp4,391650787,北京赛区/8-高中部/09 高中部 清华大学.mp4,2025-12-24T10:21:25
beijing,北京赛区,8-高中部,,,diagnosis_pdf,.pdf,1525467,北京赛区/8-高中部/诊断报告.pdf,2025-12-24T10:19:54
beijing,北京赛区,8-高中部,,,team_info_txt,.txt,456,北京赛区/8-高中部/队伍信息.txt,2025-12-24T10:19:54
beijing,北京赛区,9-SCUT_VTB_917,T21,,hidden_metadata,,8196,北京赛区/9-SCUT_VTB_917/.DS_Store,2026-06-18T15:45:24
beijing,北京赛区,9-SCUT_VTB_917,T21,,video,.mp4,1016442693,北京赛区/9-SCUT_VTB_917/05 SCUT-VTB-971 华南理工大学第一次比赛.mp4,2025-12-24T10:23:20
beijing,北京赛区,9-SCUT_VTB_917,T21,6934-1766207726,replay_log,.log,1183185,北京赛区/9-SCUT_VTB_917/6934-1766207726/monitor.log,2025-12-24T10:20:58
beijing,北京赛区,9-SCUT_VTB_917,T21,6934-1766207726,replay_log,.log,85727543,北京赛区/9-SCUT_VTB_917/6934-1766207726/simulation_trajectory.log,2025-12-24T10:21:27
beijing,北京赛区,9-SCUT_VTB_917,T21,6934-1766207726,replay_log,.log,72674702,北京赛区/9-SCUT_VTB_917/6934-1766207726/vehicle_perception_simulation_trajectory.log,2025-12-24T10:21:49
beijing,北京赛区,9-SCUT_VTB_917,T21,6934-1766207726,replay_log,.log,68820371,北京赛区/9-SCUT_VTB_917/6934-1766207726/vehicle_perception_trajectory.log,2025-12-24T10:21:44
beijing,北京赛区,9-SCUT_VTB_917,T21,6934-1766207726,replay_log,.log,7216708,北京赛区/9-SCUT_VTB_917/6934-1766207726/vehicle_trajectory.log,2025-12-24T10:21:48
beijing,北京赛区,9-SCUT_VTB_917,T21,,onsite_runtime_log,.log,5615162,北京赛区/9-SCUT_VTB_917/onsite_2025-12-20_12-47-10.log,2025-12-24T10:21:47
beijing,北京赛区,9-SCUT_VTB_917,T21,,diagnosis_pdf,.pdf,4496453,北京赛区/9-SCUT_VTB_917/诊断报告.pdf,2025-12-24T10:21:48
beijing,北京赛区,9-SCUT_VTB_917,T21,,team_info_txt,.txt,501,北京赛区/9-SCUT_VTB_917/队伍信息.txt,2025-12-24T10:21:48
beijing,北京赛区,app.zip,,,zip,.zip,1726311562,北京赛区/app.zip,2025-12-24T10:24:44
beijing,北京赛区,tjjhs_db.sql,,,database_dump_sql,.sql,540832761,北京赛区/tjjhs_db.sql,2025-12-24T10:23:10
